_dataorbit_sync_id,_dataorbit_synced_at,_dataorbit_is_deleted,hs_object_id,dealname,amount,dealstage,pipeline,closedate,createdate,hs_deal_stage_probability,hubspot_owner_id,associated_company_ids,properties
17c76ccb-3321-4d07-b331-ee590d201471,2026-03-27 17:33:21,False,HS-DEA-0000026,Nova Capital 10 - Campaign,62834.27,closedlost,default,2026-01-05,2025-11-15 08:55:48,0,HS-OWN-0001,"[""HS-COMP-000010""]","{""service_line"":""Paid Media""}"
f13a9c89-1397-4f2e-a7de-c95b64480ae5,2026-03-27 17:33:21,False,HS-DEA-0000027,Nova Capital 10 - Growth,105395.22,qualifiedtobuy,default,2026-01-31,2025-12-22 05:30:44,55,HS-OWN-0001,"[""HS-COMP-000010""]","{""service_line"":""Social""}"
aec07f0a-a363-4adb-b79d-434ef0f7a435,2026-03-27 17:33:21,False,HS-DEA-0000028,Nova Capital 10 - Growth,86811.11,appointmentscheduled,default,2025-06-06,2025-04-05 00:24:53,25,HS-OWN-0001,"[""HS-COMP-000010""]","{""service_line"":""Content""}"
1540bf46-40b2-4dc6-9b7c-3080b32cad77,2026-03-27 17:33:21,False,HS-DEA-0000029,Prime Capital 11 - Growth,32114.48,closedwon,default,2024-07-12,2024-05-08 02:20:10,100,HS-OWN-0008,"[""HS-COMP-000011""]","{""service_line"":""Content""}"
af77eb5b-e413-43c4-96ad-4ceb101de637,2026-03-27 17:33:21,False,HS-DEA-0000030,Prime Capital 11 - Rebuild,112044.98,closedwon,default,2024-10-06,2024-09-18 03:15:42,100,HS-OWN-0008,"[""HS-COMP-000011""]","{""service_line"":""Analytics""}"
bd9cdee1-9f04-428f-9067-2086bcc6ec5d,2026-03-27 17:33:21,False,HS-DEA-0000031,Prime Capital 11 - Campaign,37991.13,appointmentscheduled,default,2024-08-20,2024-07-19 04:06:44,25,HS-OWN-0008,"[""HS-COMP-000011""]","{""service_line"":""Social""}"
5d97269d-c196-4e2d-b8a3-b684da2d56e7,2026-03-27 17:33:21,False,HS-DEA-0000032,Prime Capital 11 - Growth,56589.17,closedlost,default,2026-02-03,2026-01-02 06:34:41,0,HS-OWN-0008,"[""HS-COMP-000011""]","{""service_line"":""SEO""}"
a2d9b418-d360-402c-95ff-5002aedaf18c,2026-03-27 17:33:21,False,HS-DEA-0000033,Bright Labs 12 - Campaign,12222.82,closedlost,default,2025-05-23,2025-02-16 19:40:16,0,HS-OWN-0007,"[""HS-COMP-000012""]","{""service_line"":""Email""}"
7929df28-2916-44c5-92b8-9334785da2ac,2026-03-27 17:33:21,False,HS-DEA-0000034,Bright Labs 12 - Rebuild,87632.6,qualifiedtobuy,default,2025-06-04,2025-05-18 02:19:21,55,HS-OWN-0007,"[""HS-COMP-000012""]","{""service_line"":""Web Dev""}"
67223b74-8f98-4deb-a5cd-a4b9d4809211,2026-03-27 17:33:21,False,HS-DEA-0000035,North Digital 13 - Rebuild,78102.14,appointmentscheduled,default,2025-04-10,2025-01-25 00:08:27,25,HS-OWN-0005,"[""HS-COMP-000013""]","{""service_line"":""Content""}"
a338e0e2-5ace-45d5-8301-1ba9b1f1abd4,2026-03-27 17:33:21,False,HS-DEA-0000036,Blue Digital 14 - Campaign,100494.12,qualifiedtobuy,default,2025-07-22,2025-05-25 19:59:23,55,HS-OWN-0008,"[""HS-COMP-000014""]","{""service_line"":""Social""}"
72ad75de-5d22-4f18-9d8e-f4ac6656afbb,2026-03-27 17:33:21,False,HS-DEA-0000037,Blue Digital 14 - Growth,98322.23,qualifiedtobuy,default,2025-07-07,2025-04-03 10:01:24,55,HS-OWN-0008,"[""HS-COMP-000014""]","{""service_line"":""Social""}"
ad36d187-c06b-403a-be86-51136b541b4b,2026-03-27 17:33:21,False,HS-DEA-0000038,Blue Digital 14 - Growth,38745.9,appointmentscheduled,default,2026-02-01,2025-11-20 14:47:36,25,HS-OWN-0008,"[""HS-COMP-000014""]","{""service_line"":""Analytics""}"
d159466a-79de-441d-b7f1-a97f0b71bd18,2026-03-27 17:33:21,False,HS-DEA-0000039,Blue Labs 15 - Campaign,107883.31,closedlost,default,2025-05-07,2025-03-02 02:55:11,0,HS-OWN-0008,"[""HS-COMP-000015""]","{""service_line"":""Content""}"
411edb47-aacb-4e74-9aa9-9c0cc1d879d8,2026-03-27 17:33:21,False,HS-DEA-0000040,Blue Labs 15 - Rebuild,47244.9,closedlost,default,2024-11-05,2024-08-19 20:04:52,0,HS-OWN-0008,"[""HS-COMP-000015""]","{""service_line"":""Analytics""}"
0dc48968-db6e-43ff-9a0c-40ab70eb9a1a,2026-03-27 17:33:21,False,HS-DEA-0000041,Blue Labs 15 - Retainer,14076.61,closedlost,default,2024-09-15,2024-05-30 21:32:45,0,HS-OWN-0008,"[""HS-COMP-000015""]","{""service_line"":""Email""}"
5690a1d1-8455-42c3-9fe2-154af9938ff8,2026-03-27 17:33:21,False,HS-DEA-0000042,Nova Retail 16 - Retainer,46780.78,closedlost,default,2024-09-02,2024-05-25 00:25:28,0,HS-OWN-0009,"[""HS-COMP-000016""]","{""service_line"":""SEO""}"
4b092b62-299a-42c1-8459-e9c142c6cd9d,2026-03-27 17:33:21,False,HS-DEA-0000043,Prime Health 17 - Rebuild,71001.0,appointmentscheduled,default,2025-06-27,2025-03-07 13:11:02,25,HS-OWN-0009,"[""HS-COMP-000017""]","{""service_line"":""Web Dev""}"
a7483011-84b6-410b-8fa6-c9a802c5bca7,2026-03-27 17:33:21,False,HS-DEA-0000044,Prime Health 17 - Growth,33705.34,closedwon,default,2025-03-04,2024-11-26 22:07:30,100,HS-OWN-0009,"[""HS-COMP-000017""]","{""service_line"":""SEO""}"
da38f9a1-dd1e-48f0-9288-cac42f1c2cb5,2026-03-27 17:33:21,False,HS-DEA-0000045,Prime Health 17 - Growth,64540.71,closedlost,default,2025-11-27,2025-10-20 03:31:45,0,HS-OWN-0009,"[""HS-COMP-000017""]","{""service_line"":""Content""}"
8fe1336d-7023-40f0-8c50-2fa80f949fc6,2026-03-27 17:33:21,False,HS-DEA-0000046,North Digital 18 - Retainer,18956.68,qualifiedtobuy,default,2026-02-03,2025-12-04 05:07:43,55,HS-OWN-0001,"[""HS-COMP-000018""]","{""service_line"":""Analytics""}"
97c25037-242f-4a24-b1e8-dacb90075401,2026-03-27 17:33:21,False,HS-DEA-0000047,North Digital 18 - Rebuild,8022.66,closedlost,default,2024-08-27,2024-07-13 14:24:30,0,HS-OWN-0001,"[""HS-COMP-000018""]","{""service_line"":""Web Dev""}"
b24df7d8-2a6d-4110-8be5-eddf9a1751e1,2026-03-27 17:33:21,False,HS-DEA-0000048,Bright Labs 19 - Rebuild,44792.65,qualifiedtobuy,default,2025-03-18,2024-12-03 08:23:17,55,HS-OWN-0004,"[""HS-COMP-000019""]","{""service_line"":""Analytics""}"
a9bc8ff8-6e08-472d-a6d2-e86e4fb41264,2026-03-27 17:33:21,False,HS-DEA-0000049,Bright Labs 19 - Rebuild,78031.57,qualifiedtobuy,default,2024-07-13,2024-05-27 23:36:39,55,HS-OWN-0004,"[""HS-COMP-000019""]","{""service_line"":""Paid Media""}"
4fdcad74-952b-4950-b0ba-4976f3c1c64b,2026-03-27 17:33:21,False,HS-DEA-0000050,Nova Capital 20 - Rebuild,78819.34,closedwon,default,2025-07-22,2025-04-18 13:39:29,100,HS-OWN-0008,"[""HS-COMP-000020""]","{""service_line"":""Web Dev""}"
caa05306-f7fc-4c95-84ef-4bf0f788011f,2026-03-27 17:33:21,False,HS-DEA-0000051,Prime Labs 21 - Rebuild,20038.11,closedlost,default,2025-12-17,2025-10-19 00:01:52,0,HS-OWN-0002,"[""HS-COMP-000021""]","{""service_line"":""Email""}"
3207949b-4022-409f-8fb9-b7afd2622513,2026-03-27 17:33:21,False,HS-DEA-0000052,Prime Labs 21 - Growth,32799.85,closedwon,default,2025-07-04,2025-06-06 23:29:36,100,HS-OWN-0002,"[""HS-COMP-000021""]","{""service_line"":""Content""}"
29d9fe8e-f403-455b-9fd2-aa9a5d4a6419,2026-03-27 17:33:21,False,HS-DEA-0000053,Prime Labs 21 - Rebuild,16133.34,qualifiedtobuy,default,2025-04-26,2025-03-11 22:37:58,55,HS-OWN-0002,"[""HS-COMP-000021""]","{""service_line"":""Web Dev""}"
e7c88d95-44d1-44eb-aa5d-eb0cb9823987,2026-03-27 17:33:21,False,HS-DEA-0000054,Nova Capital 22 - Rebuild,20402.52,closedlost,default,2026-02-11,2026-01-14 17:59:36,0,HS-OWN-0007,"[""HS-COMP-000022""]","{""service_line"":""Social""}"
49ce8852-25a4-4890-b12e-4f3ca3bbb73e,2026-03-27 17:33:21,False,HS-DEA-0000055,Blue Labs 23 - Rebuild,69150.66,closedwon,default,2025-05-07,2025-01-11 14:28:37,100,HS-OWN-0009,"[""HS-COMP-000023""]","{""service_line"":""Analytics""}"
032ce127-8323-4f35-a907-b34f2782e99b,2026-03-27 17:33:21,False,HS-DEA-0000056,Blue Labs 23 - Growth,62508.96,closedlost,default,2024-08-26,2024-07-17 18:53:39,0,HS-OWN-0009,"[""HS-COMP-000023""]","{""service_line"":""SEO""}"
f601c782-b054-4437-8883-658792bdd9b5,2026-03-27 17:33:21,False,HS-DEA-0000057,Blue Labs 23 - Campaign,97456.07,closedwon,default,2024-10-26,2024-07-12 04:05:56,100,HS-OWN-0009,"[""HS-COMP-000023""]","{""service_line"":""Paid Media""}"
cc68c518-188d-4217-accb-09d80ba15223,2026-03-27 17:33:21,False,HS-DEA-0000058,Blue Labs 23 - Rebuild,42716.07,qualifiedtobuy,default,2025-09-29,2025-07-11 15:04:15,55,HS-OWN-0009,"[""HS-COMP-000023""]","{""service_line"":""Paid Media""}"
4ee09dac-e08e-4207-82dc-446427d1c2e8,2026-03-27 17:33:21,False,HS-DEA-0000059,North Capital 24 - Retainer,21994.21,closedlost,default,2024-10-28,2024-08-07 04:07:51,0,HS-OWN-0003,"[""HS-COMP-000024""]","{""service_line"":""SEO""}"
34d3605a-cc83-44a7-9c71-aacd44c54a81,2026-03-27 17:33:21,False,HS-DEA-0000060,North Capital 24 - Campaign,26940.2,appointmentscheduled,default,2025-09-27,2025-06-15 11:02:21,25,HS-OWN-0003,"[""HS-COMP-000024""]","{""service_line"":""Content""}"
ccbb1107-a39e-442f-8efb-814e32dc139c,2026-03-27 17:33:21,False,HS-DEA-0000061,North Capital 24 - Campaign,84407.53,closedlost,default,2025-03-22,2025-02-16 00:11:11,0,HS-OWN-0003,"[""HS-COMP-000024""]","{""service_line"":""Email""}"
afe8eed9-cc8d-4bc2-8e84-6a95e673009c,2026-03-27 17:33:21,False,HS-DEA-0000062,North Capital 24 - Growth,105374.04,closedlost,default,2026-02-20,2025-11-19 16:05:11,0,HS-OWN-0003,"[""HS-COMP-000024""]","{""service_line"":""Social""}"
06362104-d0eb-42a8-99ba-7bb7183cac3b,2026-03-27 17:33:21,False,HS-DEA-0000063,Nova Capital 25 - Retainer,69179.96,closedwon,default,2024-10-09,2024-08-24 01:37:10,100,HS-OWN-0004,"[""HS-COMP-000025""]","{""service_line"":""Content""}"
6a156af1-3d5c-427b-9e1c-da22c67aeba1,2026-03-27 17:33:21,False,HS-DEA-0000064,Nova Capital 25 - Campaign,84377.59,qualifiedtobuy,default,2026-01-06,2025-11-16 17:17:10,55,HS-OWN-0004,"[""HS-COMP-000025""]","{""service_line"":""Content""}"
fec2a407-6c5a-4411-acb6-9a521df88207,2026-03-27 17:33:21,False,HS-DEA-0000065,Nova Capital 25 - Campaign,38095.78,closedwon,default,2025-06-02,2025-04-04 09:44:23,100,HS-OWN-0004,"[""HS-COMP-000025""]","{""service_line"":""Web Dev""}"
360f350b-7817-49bf-bed7-f8139538b347,2026-03-27 17:33:21,False,HS-DEA-0000066,Nova Capital 25 - Rebuild,38402.05,qualifiedtobuy,default,2026-02-20,2025-12-23 09:13:02,55,HS-OWN-0004,"[""HS-COMP-000025""]","{""service_line"":""Social""}"
e05f2b25-52cd-451c-bdef-564d37bed1bd,2026-03-27 17:33:21,False,HS-DEA-0000067,Blue Digital 26 - Retainer,32882.67,qualifiedtobuy,default,2025-11-04,2025-07-18 22:36:27,55,HS-OWN-0009,"[""HS-COMP-000026""]","{""service_line"":""Social""}"
58ae9b10-1c19-42e6-a982-08cdf3254152,2026-03-27 17:33:21,False,HS-DEA-0000068,North Capital 27 - Growth,37822.76,closedwon,default,2025-12-25,2025-11-04 20:45:33,100,HS-OWN-0010,"[""HS-COMP-000027""]","{""service_line"":""Analytics""}"
59cdd771-7b12-4440-b95c-e42e77ce8c63,2026-03-27 17:33:21,False,HS-DEA-0000069,North Capital 27 - Growth,66542.51,qualifiedtobuy,default,2024-09-11,2024-06-05 05:13:28,55,HS-OWN-0010,"[""HS-COMP-000027""]","{""service_line"":""Paid Media""}"
f200b17b-c6b5-4232-9214-88ad0dce877a,2026-03-27 17:33:21,False,HS-DEA-0000070,Nova Digital 28 - Growth,87638.79,closedwon,default,2025-12-28,2025-10-16 14:36:22,100,HS-OWN-0006,"[""HS-COMP-000028""]","{""service_line"":""Social""}"
ca09c98f-60a1-4765-b550-4094856d3433,2026-03-27 17:33:21,False,HS-DEA-0000071,Nova Digital 28 - Retainer,70294.84,closedwon,default,2025-04-09,2024-12-14 13:46:56,100,HS-OWN-0006,"[""HS-COMP-000028""]","{""service_line"":""Paid Media""}"
0eb31aec-7e7a-4ac2-9049-6a7168789a2d,2026-03-27 17:33:21,False,HS-DEA-0000072,Bright Capital 29 - Rebuild,84383.39,closedwon,default,2025-05-18,2025-02-05 15:04:09,100,HS-OWN-0002,"[""HS-COMP-000029""]","{""service_line"":""Content""}"
b63df6f0-35b6-4607-b64e-0ceeb4d2622a,2026-03-27 17:33:21,False,HS-DEA-0000073,Bright Capital 29 - Campaign,115096.46,qualifiedtobuy,default,2025-08-30,2025-07-18 03:00:16,55,HS-OWN-0002,"[""HS-COMP-000029""]","{""service_line"":""Paid Media""}"
19d4f3f4-9608-4306-8e1b-13a36765582b,2026-03-27 17:33:21,False,HS-DEA-0000074,Nova Health 30 - Campaign,97999.59,closedlost,default,2024-08-25,2024-06-06 08:49:51,0,HS-OWN-0006,"[""HS-COMP-000030""]","{""service_line"":""Paid Media""}"
b94bf872-e021-49c9-84f2-1cc0c33e6c7f,2026-03-27 17:33:21,False,HS-DEA-0000075,Nova Health 30 - Campaign,69849.79,closedlost,default,2025-07-07,2025-04-30 09:11:20,0,HS-OWN-0006,"[""HS-COMP-000030""]","{""service_line"":""Social""}"
b2848a06-69c4-449b-ac5b-c241e1efce11,2026-03-27 17:33:21,False,HS-DEA-0000076,Nova Health 30 - Growth,50534.1,appointmentscheduled,default,2026-02-06,2025-12-14 11:32:53,25,HS-OWN-0006,"[""HS-COMP-000030""]","{""service_line"":""Social""}"
2419b06f-9ddc-4771-9a11-72d67d0e3646,2026-03-27 17:33:21,False,HS-DEA-0000077,Nova Health 30 - Rebuild,10208.33,appointmentscheduled,default,2024-12-10,2024-09-12 23:31:50,25,HS-OWN-0006,"[""HS-COMP-000030""]","{""service_line"":""Social""}"
6beca2bf-012d-4537-956a-6ee4acbb9d7c,2026-03-27 17:33:21,False,HS-DEA-0000078,Bright Digital 31 - Campaign,105006.33,closedlost,default,2025-03-16,2025-01-12 14:00:47,0,HS-OWN-0009,"[""HS-COMP-000031""]","{""service_line"":""Web Dev""}"
4ad745cd-7ff6-4d0c-847a-c85d3abf4396,2026-03-27 17:33:21,False,HS-DEA-0000079,Bright Digital 31 - Rebuild,80156.42,qualifiedtobuy,default,2024-09-08,2024-05-29 01:31:26,55,HS-OWN-0009,"[""HS-COMP-000031""]","{""service_line"":""SEO""}"
517b135a-890d-4a33-8d26-be5906f6b5f9,2026-03-27 17:33:21,False,HS-DEA-0000080,Bright Digital 31 - Retainer,65816.89,closedlost,default,2024-11-04,2024-08-13 08:32:43,0,HS-OWN-0009,"[""HS-COMP-000031""]","{""service_line"":""Analytics""}"
cd5d2b95-ca77-401a-8ed2-cdd0720e5847,2026-03-27 17:33:21,False,HS-DEA-0000081,Bright Digital 31 - Campaign,117526.43,appointmentscheduled,default,2024-07-19,2024-03-30 10:18:09,25,HS-OWN-0009,"[""HS-COMP-000031""]","{""service_line"":""Social""}"
639c2c7b-d30b-43f0-8b1a-285f0c455862,2026-03-27 17:33:21,False,HS-DEA-0000082,North Health 32 - Rebuild,71409.6,closedwon,default,2025-01-22,2024-09-25 14:38:34,100,HS-OWN-0002,"[""HS-COMP-000032""]","{""service_line"":""Paid Media""}"
a35aa1e4-2fd7-4b26-8bf1-1ca3de56d63d,2026-03-27 17:33:21,False,HS-DEA-0000083,North Health 32 - Rebuild,52559.42,qualifiedtobuy,default,2024-12-20,2024-11-17 02:51:09,55,HS-OWN-0002,"[""HS-COMP-000032""]","{""service_line"":""SEO""}"
13128f09-2335-4fc1-adf3-ccdb918f1e94,2026-03-27 17:33:21,False,HS-DEA-0000084,North Health 32 - Campaign,76989.21,qualifiedtobuy,default,2025-09-01,2025-06-03 03:32:01,55,HS-OWN-0002,"[""HS-COMP-000032""]","{""service_line"":""Email""}"
7fcc8826-54fc-4b49-82ec-fe1f30f99645,2026-03-27 17:33:21,False,HS-DEA-0000085,Bright Digital 33 - Rebuild,111056.0,appointmentscheduled,default,2024-10-28,2024-09-01 16:01:38,25,HS-OWN-0005,"[""HS-COMP-000033""]","{""service_line"":""SEO""}"
091660f8-397b-4556-bafb-d3adb2d61e11,2026-03-27 17:33:21,False,HS-DEA-0000086,Bright Digital 33 - Campaign,10926.71,qualifiedtobuy,default,2025-09-01,2025-05-17 18:31:33,55,HS-OWN-0005,"[""HS-COMP-000033""]","{""service_line"":""Social""}"
50e189d6-8020-4295-aaba-fcf3c101a507,2026-03-27 17:33:21,False,HS-DEA-0000087,Bright Digital 33 - Retainer,105466.35,appointmentscheduled,default,2025-10-10,2025-07-10 15:00:13,25,HS-OWN-0005,"[""HS-COMP-000033""]","{""service_line"":""Analytics""}"
389aed9b-e32a-4224-8bd0-fb378e281304,2026-03-27 17:33:21,False,HS-DEA-0000088,North Health 34 - Campaign,47631.07,qualifiedtobuy,default,2026-01-03,2025-11-09 07:20:55,55,HS-OWN-0008,"[""HS-COMP-000034""]","{""service_line"":""SEO""}"
5a4ed45b-521e-4f46-a488-8a64a7c132be,2026-03-27 17:33:21,False,HS-DEA-0000089,North Health 34 - Campaign,6865.29,qualifiedtobuy,default,2025-07-20,2025-06-07 15:46:36,55,HS-OWN-0008,"[""HS-COMP-000034""]","{""service_line"":""Content""}"
3e4e770c-4c69-4342-8c5d-c0f5b1d0891e,2026-03-27 17:33:21,False,HS-DEA-0000090,North Health 34 - Retainer,31452.14,closedwon,default,2024-09-02,2024-07-24 02:42:37,100,HS-OWN-0008,"[""HS-COMP-000034""]","{""service_line"":""Web Dev""}"
66781fc0-b55a-4b32-bb33-4339a44ab4ef,2026-03-27 17:33:21,False,HS-DEA-0000091,North Health 34 - Campaign,34592.58,closedwon,default,2025-09-04,2025-05-29 10:16:35,100,HS-OWN-0008,"[""HS-COMP-000034""]","{""service_line"":""Social""}"
c6c96319-6e71-436f-b6f4-9ff456c1c5f2,2026-03-27 17:33:21,False,HS-DEA-0000092,North Digital 35 - Campaign,5760.42,appointmentscheduled,default,2025-11-06,2025-08-21 19:30:24,25,HS-OWN-0006,"[""HS-COMP-000035""]","{""service_line"":""SEO""}"
35afef50-0369-4da1-8039-86c57990f584,2026-03-27 17:33:21,False,HS-DEA-0000093,North Digital 35 - Rebuild,66609.88,closedwon,default,2024-06-30,2024-04-09 17:21:13,100,HS-OWN-0006,"[""HS-COMP-000035""]","{""service_line"":""SEO""}"
610d32f6-d253-4807-976c-f70535119330,2026-03-27 17:33:21,False,HS-DEA-0000094,North Digital 35 - Retainer,97709.29,closedlost,default,2025-08-18,2025-04-21 19:32:28,0,HS-OWN-0006,"[""HS-COMP-000035""]","{""service_line"":""SEO""}"
3c87c5cb-27ad-4c93-b365-d932228bbef7,2026-03-27 17:33:21,False,HS-DEA-0000095,North Digital 35 - Rebuild,32711.42,qualifiedtobuy,default,2026-04-06,2026-03-10 19:13:36,55,HS-OWN-0006,"[""HS-COMP-000035""]","{""service_line"":""Analytics""}"
9da3aac1-1b5a-4d1d-9383-0f78d097da7d,2026-03-27 17:33:21,False,HS-DEA-0000096,Bright Retail 36 - Campaign,62483.72,appointmentscheduled,default,2025-10-30,2025-09-24 15:32:20,25,HS-OWN-0004,"[""HS-COMP-000036""]","{""service_line"":""Social""}"
