_dataorbit_sync_id,_dataorbit_synced_at,id,company_name,email,entity_id,subsidiary,terms,balance,category,last_modified_date,custom_fields
a9b8be6b-bc68-404f-912d-3d0bb3e5b82d,2026-03-27 17:33:21,NS-CUST-000043,North Health 43,finance@client043.example.com,HS-COMP-000043,APAC,Net 30,0.0,B,2025-12-22 22:26:47,"{""segment"":""SMB""}"
ce48090f-99d2-463f-b5d9-c7e09c3e1c54,2026-03-27 17:33:21,NS-CUST-000044,Bright Capital 44,finance@client044.example.com,HS-COMP-000044,APAC,Net 30,0.0,B,2025-10-12 09:35:11,"{""segment"":""Mid-Market""}"
0da51d56-70ab-41f7-84d8-ab5ab378512a,2026-03-27 17:33:21,NS-CUST-000045,North Digital 45,finance@client045.example.com,HS-COMP-000045,APAC,Net 45,0.0,B,2025-07-16 07:24:06,"{""segment"":""Enterprise""}"
36425f79-9d01-48f5-b905-cf2eea4f5a7f,2026-03-27 17:33:21,NS-CUST-000046,Nova Health 46,finance@client046.example.com,HS-COMP-000046,US,Net 30,0.0,C,2025-06-29 14:39:16,"{""segment"":""SMB""}"
f082a523-3748-406f-aa67-538ad38dbe14,2026-03-27 17:33:21,NS-CUST-000047,Bright Digital 47,finance@client047.example.com,HS-COMP-000047,APAC,Net 30,0.0,A,2025-10-29 12:56:40,"{""segment"":""Mid-Market""}"
151637e9-637f-46d2-a2b0-35970c841dcc,2026-03-27 17:33:21,NS-CUST-000048,Blue Labs 48,finance@client048.example.com,HS-COMP-000048,APAC,Net 30,0.0,B,2025-12-30 20:41:42,"{""segment"":""SMB""}"
f22ee1d1-4267-4d34-98ad-b88c341c9881,2026-03-27 17:33:21,NS-CUST-000049,Prime Retail 49,finance@client049.example.com,HS-COMP-000049,APAC,Net 30,0.0,B,2025-07-13 15:49:53,"{""segment"":""SMB""}"
281eb385-3a1d-4603-b1fc-66def705864c,2026-03-27 17:33:21,NS-CUST-000050,Nova Capital 50,finance@client050.example.com,HS-COMP-000050,APAC,Net 15,0.0,A,2025-08-09 22:20:59,"{""segment"":""Mid-Market""}"
574ad79c-018d-49eb-967a-27092b7c5146,2026-03-27 17:33:21,NS-CUST-000051,Nova Digital 51,finance@client051.example.com,HS-COMP-000051,US,Net 15,0.0,B,2025-06-19 12:54:32,"{""segment"":""Mid-Market""}"
bd0d0ec4-04c3-4b28-8f45-6c20e72a2e9a,2026-03-27 17:33:21,NS-CUST-000052,Prime Retail 52,finance@client052.example.com,HS-COMP-000052,EMEA,Net 45,0.0,B,2026-03-15 02:07:42,"{""segment"":""Enterprise""}"
c442bc78-3e46-4b1b-9c67-5b2fb0bc047b,2026-03-27 17:33:21,NS-CUST-000053,Prime Retail 53,finance@client053.example.com,HS-COMP-000053,APAC,Net 45,0.0,A,2026-03-11 23:35:36,"{""segment"":""SMB""}"
fe942d3d-f136-4ef0-9231-2811d06d16a6,2026-03-27 17:33:21,NS-CUST-000054,Blue Retail 54,finance@client054.example.com,HS-COMP-000054,US,Net 30,0.0,A,2025-05-05 19:11:29,"{""segment"":""SMB""}"
07b5f7cd-d951-4a77-9223-9c272a7e10de,2026-03-27 17:33:21,NS-CUST-000055,Nova Capital 55,finance@client055.example.com,HS-COMP-000055,APAC,Net 45,0.0,C,2025-11-07 23:15:20,"{""segment"":""Enterprise""}"
1d472b07-7f4e-4a66-840b-fa256b706b16,2026-03-27 17:33:21,NS-CUST-000056,Nova Capital 56,finance@client056.example.com,HS-COMP-000056,APAC,Net 30,0.0,C,2025-12-16 13:58:21,"{""segment"":""SMB""}"
c5e13385-8fc5-4e2d-96af-ebb3d0ce5f06,2026-03-27 17:33:21,NS-CUST-000057,Nova Retail 57,finance@client057.example.com,HS-COMP-000057,US,Net 15,0.0,B,2026-03-01 07:22:08,"{""segment"":""SMB""}"
a701365a-d586-4bcd-8675-1a9678ed0f24,2026-03-27 17:33:21,NS-CUST-000058,North Capital 58,finance@client058.example.com,HS-COMP-000058,APAC,Net 60,0.0,A,2025-02-15 07:26:28,"{""segment"":""Enterprise""}"
42bd3b1c-b4ca-40f2-90e5-42bd631ab5cd,2026-03-27 17:33:21,NS-CUST-000059,North Capital 59,finance@client059.example.com,HS-COMP-000059,APAC,Net 60,0.0,C,2026-02-21 14:11:25,"{""segment"":""Enterprise""}"
dae2c178-075d-412f-8f66-d755293dc287,2026-03-27 17:33:21,NS-CUST-000060,Bright Capital 60,finance@client060.example.com,HS-COMP-000060,EMEA,Net 30,0.0,B,2025-08-27 07:23:57,"{""segment"":""Mid-Market""}"
3ed05143-cf38-4f62-af61-ec1fc58a9c2f,2026-03-27 17:33:21,NS-CUST-000061,Blue Labs 61,finance@client061.example.com,HS-COMP-000061,EMEA,Net 30,0.0,A,2025-06-09 22:31:42,"{""segment"":""SMB""}"
54dae402-13e8-423e-81a9-f6f69018cd77,2026-03-27 17:33:21,NS-CUST-000062,Nova Retail 62,finance@client062.example.com,HS-COMP-000062,US,Net 15,0.0,B,2025-01-25 08:58:07,"{""segment"":""SMB""}"
d3c599fb-418e-4557-a419-1499b7921c3a,2026-03-27 17:33:21,NS-CUST-000063,Nova Labs 63,finance@client063.example.com,HS-COMP-000063,EMEA,Net 60,0.0,A,2025-08-25 20:59:35,"{""segment"":""Enterprise""}"
db65c097-29bc-41c3-8fe5-1ff4f2ed76fb,2026-03-27 17:33:21,NS-CUST-000064,Blue Health 64,finance@client064.example.com,HS-COMP-000064,APAC,Net 30,0.0,A,2025-08-28 15:44:12,"{""segment"":""SMB""}"
bfdd6811-ff65-4008-b822-b3524ff17d37,2026-03-27 17:33:21,NS-CUST-000065,Bright Labs 65,finance@client065.example.com,HS-COMP-000065,US,Net 60,0.0,C,2025-06-26 06:05:42,"{""segment"":""Mid-Market""}"
59b2d3d4-9409-4ca1-87c2-5baff8cccaf6,2026-03-27 17:33:21,NS-CUST-000066,Prime Retail 66,finance@client066.example.com,HS-COMP-000066,APAC,Net 45,0.0,B,2026-03-04 18:02:24,"{""segment"":""SMB""}"
cfa4d68b-93c6-48e3-80c1-09a4f04ad303,2026-03-27 17:33:21,NS-CUST-000067,Nova Health 67,finance@client067.example.com,HS-COMP-000067,EMEA,Net 60,0.0,A,2026-02-13 03:07:45,"{""segment"":""Enterprise""}"
9551c12a-d924-4c3e-a0c9-a43d4a02aae2,2026-03-27 17:33:21,NS-CUST-000068,Nova Capital 68,finance@client068.example.com,HS-COMP-000068,APAC,Net 60,0.0,C,2026-03-04 09:34:28,"{""segment"":""Mid-Market""}"
7e51e12d-f836-4ef5-9aaf-5e374a419aad,2026-03-27 17:33:21,NS-CUST-000069,Bright Health 69,finance@client069.example.com,HS-COMP-000069,EMEA,Net 15,0.0,C,2025-08-29 15:53:09,"{""segment"":""SMB""}"
e8adb057-0b0d-4e06-9a40-7214405fed95,2026-03-27 17:33:21,NS-CUST-000070,North Capital 70,finance@client070.example.com,HS-COMP-000070,EMEA,Net 60,0.0,A,2024-12-06 16:41:59,"{""segment"":""SMB""}"
a1c0d349-a3c4-49bf-b41b-09fd62bb27fa,2026-03-27 17:33:21,NS-CUST-000071,Bright Digital 71,finance@client071.example.com,HS-COMP-000071,APAC,Net 60,0.0,C,2025-01-22 13:08:40,"{""segment"":""SMB""}"
9de063f6-81cd-43c2-992e-a416ef9573ac,2026-03-27 17:33:21,NS-CUST-000072,Bright Health 72,finance@client072.example.com,HS-COMP-000072,APAC,Net 60,0.0,C,2026-02-11 23:47:46,"{""segment"":""Enterprise""}"
73029d03-4e75-44c1-864c-6e81558739ab,2026-03-27 17:33:21,NS-CUST-000073,North Retail 73,finance@client073.example.com,HS-COMP-000073,US,Net 30,0.0,B,2025-04-26 09:49:38,"{""segment"":""Mid-Market""}"
4515d79d-807f-4b42-9d6f-d76af52b76d7,2026-03-27 17:33:21,NS-CUST-000074,North Health 74,finance@client074.example.com,HS-COMP-000074,EMEA,Net 45,0.0,B,2026-02-18 01:50:35,"{""segment"":""Mid-Market""}"
55454ffb-7ae7-42be-985a-b23643d834de,2026-03-27 17:33:21,NS-CUST-000075,Blue Digital 75,finance@client075.example.com,HS-COMP-000075,US,Net 60,0.0,B,2025-10-09 15:43:17,"{""segment"":""Enterprise""}"
bd37cb96-4a01-4e11-9d62-4d73d15ef1d5,2026-03-27 17:33:21,NS-CUST-000076,Prime Health 76,finance@client076.example.com,HS-COMP-000076,US,Net 30,0.0,B,2026-02-04 18:48:40,"{""segment"":""Enterprise""}"
5e8562ad-85d6-4c07-991b-27ef9e48524a,2026-03-27 17:33:21,NS-CUST-000077,Nova Labs 77,finance@client077.example.com,HS-COMP-000077,EMEA,Net 15,0.0,C,2026-03-24 21:38:26,"{""segment"":""Enterprise""}"
e412bbd4-499b-49f6-a1d0-fec9de61b75a,2026-03-27 17:33:21,NS-CUST-000078,North Digital 78,finance@client078.example.com,HS-COMP-000078,US,Net 30,0.0,C,2025-09-04 04:53:17,"{""segment"":""Enterprise""}"
02d64442-20a9-4c7d-bc4c-6ad449cb776f,2026-03-27 17:33:21,NS-CUST-000079,Blue Retail 79,finance@client079.example.com,HS-COMP-000079,APAC,Net 30,0.0,B,2025-10-19 00:13:25,"{""segment"":""Mid-Market""}"
9c7d8322-5dd9-4ff7-91fc-03b8a5bcdc0d,2026-03-27 17:33:21,NS-CUST-000080,Blue Capital 80,finance@client080.example.com,HS-COMP-000080,EMEA,Net 60,0.0,A,2025-01-30 00:43:23,"{""segment"":""SMB""}"
47832a8b-120f-476d-a357-da00b6ddcc16,2026-03-27 17:33:21,NS-CUST-000081,Blue Retail 81,finance@client081.example.com,HS-COMP-000081,EMEA,Net 30,0.0,B,2025-05-05 07:14:59,"{""segment"":""SMB""}"
4386f121-ac74-4370-8e85-d98ae7c0ff4d,2026-03-27 17:33:21,NS-CUST-000082,North Labs 82,finance@client082.example.com,HS-COMP-000082,EMEA,Net 45,0.0,C,2025-08-21 20:31:10,"{""segment"":""Enterprise""}"
f0d0bd05-667f-4f68-992a-1c863aa9b8bd,2026-03-27 17:33:21,NS-CUST-000083,Bright Capital 83,finance@client083.example.com,HS-COMP-000083,APAC,Net 30,0.0,C,2026-02-21 04:51:25,"{""segment"":""Enterprise""}"
04960844-0486-4944-a35f-2ab6ae0ed504,2026-03-27 17:33:21,NS-CUST-000084,Bright Labs 84,finance@client084.example.com,HS-COMP-000084,US,Net 15,0.0,A,2025-07-20 17:17:47,"{""segment"":""Enterprise""}"
4a7739ab-725b-4b2c-9646-87f98fb3ae36,2026-03-27 17:33:21,NS-CUST-000085,Blue Retail 85,finance@client085.example.com,HS-COMP-000085,EMEA,Net 45,0.0,A,2025-11-27 20:26:44,"{""segment"":""Enterprise""}"
e67705ab-f17f-4061-a2d7-17dd45d017bb,2026-03-27 17:33:21,NS-CUST-000086,Prime Health 86,finance@client086.example.com,HS-COMP-000086,APAC,Net 60,0.0,C,2025-12-11 15:38:00,"{""segment"":""Enterprise""}"
9957fc9c-e5a6-4bc1-af6d-1449cfcc73df,2026-03-27 17:33:21,NS-CUST-000087,Bright Capital 87,finance@client087.example.com,HS-COMP-000087,APAC,Net 30,0.0,B,2026-02-07 13:36:30,"{""segment"":""Enterprise""}"
4d24a3c6-dcaf-4729-a5d4-984b929d0b8b,2026-03-27 17:33:21,NS-CUST-000088,Nova Labs 88,finance@client088.example.com,HS-COMP-000088,EMEA,Net 15,0.0,A,2025-02-03 10:08:02,"{""segment"":""Mid-Market""}"
2e520fc9-d49b-4a26-ac77-cd1f425ef11a,2026-03-27 17:33:21,NS-CUST-000089,Prime Labs 89,finance@client089.example.com,HS-COMP-000089,APAC,Net 30,0.0,A,2025-09-27 02:45:30,"{""segment"":""SMB""}"
9dd689f1-9fe1-4ba5-832b-fa0aa3690422,2026-03-27 17:33:21,NS-CUST-000090,Nova Retail 90,finance@client090.example.com,HS-COMP-000090,US,Net 15,0.0,B,2026-03-15 19:14:48,"{""segment"":""Mid-Market""}"
1f2068b4-f699-4c2e-86a7-0428073bc074,2026-03-27 17:33:21,NS-CUST-000091,Prime Labs 91,finance@client091.example.com,HS-COMP-000091,EMEA,Net 60,0.0,B,2025-11-05 03:01:00,"{""segment"":""Enterprise""}"
ca1e7c63-ddee-48a4-8f29-75c95b32a888,2026-03-27 17:33:21,NS-CUST-000092,Prime Retail 92,finance@client092.example.com,HS-COMP-000092,US,Net 15,0.0,A,2026-01-25 22:31:49,"{""segment"":""SMB""}"
0398a33f-74a7-4054-a57b-c0daef9b0809,2026-03-27 17:33:21,NS-CUST-000093,Blue Health 93,finance@client093.example.com,HS-COMP-000093,US,Net 45,0.0,A,2025-12-01 07:59:55,"{""segment"":""Mid-Market""}"
31ed45a1-e2d6-4469-947c-3b4bad9a6f42,2026-03-27 17:33:21,NS-CUST-000094,Nova Capital 94,finance@client094.example.com,HS-COMP-000094,EMEA,Net 60,0.0,C,2024-10-23 05:50:05,"{""segment"":""SMB""}"
f6d7bfa1-fb37-4bbd-8a08-3de7f4716878,2026-03-27 17:33:21,NS-CUST-000095,Prime Health 95,finance@client095.example.com,HS-COMP-000095,APAC,Net 60,0.0,A,2025-09-05 00:15:43,"{""segment"":""SMB""}"
d6b302a9-518a-4a49-9b07-d513123c3684,2026-03-27 17:33:21,NS-CUST-000096,Prime Capital 96,finance@client096.example.com,HS-COMP-000096,APAC,Net 60,0.0,B,2025-08-10 04:52:41,"{""segment"":""Mid-Market""}"
b6de6b46-c4a7-4071-8281-0f89f7a9d524,2026-03-27 17:33:21,NS-CUST-000097,Blue Digital 97,finance@client097.example.com,HS-COMP-000097,EMEA,Net 15,0.0,C,2025-12-07 01:49:18,"{""segment"":""Enterprise""}"
53188ad5-a732-4df2-a34f-edaabada744b,2026-03-27 17:33:21,NS-CUST-000098,Prime Labs 98,finance@client098.example.com,HS-COMP-000098,US,Net 30,0.0,C,2025-05-24 12:23:39,"{""segment"":""Mid-Market""}"
0c1b5da4-ab30-4f4e-a932-8992e45231d9,2026-03-27 17:33:21,NS-CUST-000099,North Health 99,finance@client099.example.com,HS-COMP-000099,APAC,Net 30,0.0,A,2025-12-12 16:32:52,"{""segment"":""SMB""}"
1952f560-2981-4c88-b416-5ca5ffecb235,2026-03-27 17:33:21,NS-CUST-000100,Bright Labs 100,finance@client100.example.com,HS-COMP-000100,US,Net 15,0.0,C,2026-03-13 21:32:44,"{""segment"":""Mid-Market""}"
cb38be8e-3618-435e-b359-45c7aa38c96f,2026-03-27 17:33:21,NS-CUST-000101,Prime Digital 101,finance@client101.example.com,HS-COMP-000101,US,Net 30,0.0,A,2025-10-18 07:20:27,"{""segment"":""Enterprise""}"
943edfde-dd08-446b-8b02-22d75235eb78,2026-03-27 17:33:21,NS-CUST-000102,Prime Digital 102,finance@client102.example.com,HS-COMP-000102,APAC,Net 45,0.0,B,2025-09-13 11:22:58,"{""segment"":""SMB""}"
9c687f25-6f24-4fe2-931d-ded516568bb9,2026-03-27 17:33:21,NS-CUST-000103,Bright Digital 103,finance@client103.example.com,HS-COMP-000103,US,Net 15,0.0,B,2025-06-26 20:23:17,"{""segment"":""SMB""}"
cc42417b-2fdc-4c72-80ac-67bf50f24693,2026-03-27 17:33:21,NS-CUST-000104,Bright Retail 104,finance@client104.example.com,HS-COMP-000104,US,Net 45,0.0,C,2026-03-26 08:52:32,"{""segment"":""Enterprise""}"
e87111ed-a719-4858-8fe8-10087fc31636,2026-03-27 17:33:21,NS-CUST-000105,Bright Labs 105,finance@client105.example.com,HS-COMP-000105,APAC,Net 30,0.0,B,2025-10-23 18:11:06,"{""segment"":""Enterprise""}"
d7e5f3d4-a133-456c-af5b-e7a10107bf53,2026-03-27 17:33:21,NS-CUST-000106,North Digital 106,finance@client106.example.com,HS-COMP-000106,APAC,Net 45,0.0,A,2026-02-02 09:51:43,"{""segment"":""SMB""}"
9ec89a0a-9dc0-4faf-9107-40053398212a,2026-03-27 17:33:21,NS-CUST-000107,North Labs 107,finance@client107.example.com,HS-COMP-000107,EMEA,Net 45,0.0,B,2025-12-17 16:07:22,"{""segment"":""Mid-Market""}"
cc06f7aa-42a7-47cf-aa97-da4009d81c2f,2026-03-27 17:33:21,NS-CUST-000108,Bright Health 108,finance@client108.example.com,HS-COMP-000108,US,Net 60,0.0,C,2025-07-16 19:33:15,"{""segment"":""SMB""}"
9e6fbaaa-16f8-41f9-bf13-4d04840b575e,2026-03-27 17:33:21,NS-CUST-000109,Nova Digital 109,finance@client109.example.com,HS-COMP-000109,EMEA,Net 60,0.0,A,2026-03-11 06:51:15,"{""segment"":""SMB""}"
adbaee08-5f01-4183-ae1b-0a32c23ac3d3,2026-03-27 17:33:21,NS-CUST-000110,Prime Labs 110,finance@client110.example.com,HS-COMP-000110,APAC,Net 45,0.0,B,2026-02-09 11:02:58,"{""segment"":""Enterprise""}"
a7be7408-9ac2-44ac-b8f1-919808b64d7d,2026-03-27 17:33:21,NS-CUST-000111,Blue Health 111,finance@client111.example.com,HS-COMP-000111,EMEA,Net 30,0.0,C,2026-03-08 18:00:29,"{""segment"":""SMB""}"
3fdeef29-333f-424e-8583-eef316ea5fbe,2026-03-27 17:33:21,NS-CUST-000112,Bright Labs 112,finance@client112.example.com,HS-COMP-000112,APAC,Net 15,0.0,A,2026-03-10 01:28:44,"{""segment"":""Enterprise""}"
