_dataorbit_sync_id,_dataorbit_synced_at,id,employee_id,time_off_type,start_date,end_date,status,amount,unit
00f843d9-973c-4ca3-b146-bcbae91deca1,2026-03-27 17:37:47,PTO-000017,BAM-00023,Vacation,2024-04-24,2024-05-02,approved,72,hours
f72c86be-7cbb-4fb9-800a-e787bf1fa1d6,2026-03-27 17:37:47,PTO-000018,BAM-00016,Personal,2025-09-12,2025-09-21,approved,80,hours
ad25301c-695d-4238-90ca-5a4259a1713d,2026-03-27 17:37:47,PTO-000019,BAM-00032,Vacation,2025-11-27,2025-12-02,approved,48,hours
f29de1bd-1bf2-4484-8e94-2c81ba8f15be,2026-03-27 17:37:47,PTO-000020,BAM-00031,Parental Leave,2024-10-27,2024-10-28,pending,16,hours
77489e0c-e16d-4f42-b686-784be98fdff7,2026-03-27 17:37:47,PTO-000021,BAM-00015,Vacation,2025-07-11,2025-07-16,approved,48,hours
af2395b3-92b5-47e9-a1f2-6fd823538363,2026-03-27 17:37:47,PTO-000022,BAM-00022,Parental Leave,2024-10-14,2024-10-14,approved,1,days
9e8793bc-f28d-45a2-9f15-674456ff5df0,2026-03-27 17:37:47,PTO-000023,BAM-00037,Vacation,2024-06-03,2024-06-10,approved,64,hours
aa3c6a76-375d-4a3d-942f-bc54f59124bf,2026-03-27 17:37:47,PTO-000024,BAM-00036,Vacation,2024-07-29,2024-08-01,pending,4,days
785e16ad-d5db-4e3c-afc8-f64bc38cbcc2,2026-03-27 17:37:47,PTO-000025,BAM-00055,Personal,2025-08-14,2025-08-19,pending,48,hours
5eb6b058-ac75-4b00-ab09-df0a8e88583c,2026-03-27 17:37:47,PTO-000026,BAM-00044,Vacation,2024-04-01,2024-04-10,pending,80,hours
c7a4290d-2ea4-4c21-88b5-3a378b03cb3a,2026-03-27 17:37:47,PTO-000027,BAM-00043,Sick,2024-05-10,2024-05-14,approved,40,hours
2afdc6e8-fe15-44dd-b842-3b262edce9fe,2026-03-27 17:37:47,PTO-000028,BAM-00051,Parental Leave,2025-05-23,2025-06-01,approved,80,hours
b9c47beb-1abe-48b4-bf7a-ea8928a4f7bd,2026-03-27 17:37:47,PTO-000029,BAM-00058,Personal,2024-09-25,2024-10-03,approved,72,hours
241d95f5-3b7f-448c-b42b-806303e0c8ea,2026-03-27 17:37:47,PTO-000030,BAM-00016,Personal,2025-01-15,2025-01-17,approved,3,days
ac854608-7cfd-4364-9f5f-2691fdbe11dd,2026-03-27 17:37:47,PTO-000031,BAM-00035,Personal,2026-02-03,2026-02-08,pending,6,days
1f5ec25d-2c58-4622-af81-38ab825c1e5b,2026-03-27 17:37:47,PTO-000032,BAM-00019,Personal,2024-07-13,2024-07-20,denied,64,hours
d0a5167c-94c1-4c5d-8ab6-1ae92a139355,2026-03-27 17:37:47,PTO-000033,BAM-00025,Personal,2025-01-23,2025-02-01,approved,10,days
e1fac6f7-5ad3-4e1f-9bb0-1561a0a8932d,2026-03-27 17:37:47,PTO-000034,BAM-00055,Vacation,2025-04-17,2025-04-24,pending,64,hours
81feb085-2fda-4a33-bbbf-ca42943f49c0,2026-03-27 17:37:47,PTO-000035,BAM-00054,Personal,2025-10-25,2025-11-02,pending,72,hours
b16b3a93-d3a7-445a-8c31-3614cd4486a1,2026-03-27 17:37:47,PTO-000036,BAM-00035,Vacation,2025-12-22,2025-12-23,pending,2,days
184d561c-9adb-4a9f-91cd-961c2d6e0ecf,2026-03-27 17:37:47,PTO-000037,BAM-00056,Personal,2025-07-08,2025-07-10,approved,24,hours
96f5a486-2912-46cd-8f55-04d946e6630c,2026-03-27 17:37:47,PTO-000038,BAM-00065,Parental Leave,2025-06-28,2025-07-07,denied,10,days
d824f5e0-4bc9-4b86-8ba7-527230220f84,2026-03-27 17:37:47,PTO-000039,BAM-00041,Vacation,2024-11-03,2024-11-10,approved,64,hours
389bce1d-ea8e-4a00-9393-f65e951585cf,2026-03-27 17:37:47,PTO-000040,BAM-00021,Vacation,2025-01-06,2025-01-15,pending,10,days
d66b6611-c40b-474d-ba94-cfc3a1ec40a3,2026-03-27 17:37:47,PTO-000041,BAM-00035,Personal,2025-03-26,2025-04-04,approved,10,days
3e71f876-97fe-4b70-9ce0-80043ae13ad0,2026-03-27 17:37:47,PTO-000042,BAM-00057,Parental Leave,2025-10-07,2025-10-07,approved,8,hours
34b7fab0-df27-4d5c-88ba-8df4e81bfe0a,2026-03-27 17:37:47,PTO-000043,BAM-00038,Parental Leave,2024-05-06,2024-05-13,pending,8,days
57de9cd7-f4fa-49a1-8daa-fbd3680f34e7,2026-03-27 17:37:47,PTO-000044,BAM-00009,Parental Leave,2025-08-30,2025-09-06,denied,64,hours
afcfca15-1b69-43d5-b84e-b96fc1a8ebd8,2026-03-27 17:37:47,PTO-000045,BAM-00023,Vacation,2025-06-12,2025-06-21,approved,10,days
e7cab736-11f5-41b5-9077-e8b8cf4b0ded,2026-03-27 17:37:47,PTO-000046,BAM-00021,Parental Leave,2025-07-20,2025-07-23,approved,32,hours
db924bc1-54c6-4846-a689-b92e38eb45ba,2026-03-27 17:37:47,PTO-000047,BAM-00019,Sick,2025-04-03,2025-04-09,approved,56,hours
fedc77c9-6d3a-4251-859d-97c37170d0e3,2026-03-27 17:37:47,PTO-000048,BAM-00020,Personal,2024-12-07,2024-12-07,pending,1,days
510eb091-a757-4856-b84a-1633e2d12620,2026-03-27 17:37:47,PTO-000049,BAM-00065,Personal,2025-11-06,2025-11-11,approved,6,days
0616fa62-5dbf-42af-b7f3-3cf5933fa8f6,2026-03-27 17:37:47,PTO-000050,BAM-00019,Parental Leave,2025-02-02,2025-02-04,pending,24,hours
f2f3df4d-f30f-4983-9d0d-5c22edc94480,2026-03-27 17:37:47,PTO-000051,BAM-00003,Personal,2024-04-03,2024-04-12,pending,10,days
097f0475-ab85-4ee6-a737-8b309b84a67e,2026-03-27 17:37:47,PTO-000052,BAM-00028,Sick,2025-05-18,2025-05-27,approved,10,days
939a70ea-e5c2-409a-9b87-5921da45a0e3,2026-03-27 17:37:47,PTO-000053,BAM-00026,Parental Leave,2024-12-27,2024-12-28,pending,2,days
e408dda0-6549-4181-a1d6-dda1153a973f,2026-03-27 17:37:47,PTO-000054,BAM-00025,Parental Leave,2024-08-02,2024-08-11,denied,80,hours
6d76c282-8848-471c-8487-2e17d33476d7,2026-03-27 17:37:47,PTO-000055,BAM-00035,Parental Leave,2025-12-18,2025-12-27,approved,80,hours
5f224e39-6a9a-43c9-8d36-7ad8fe5b0255,2026-03-27 17:37:47,PTO-000056,BAM-00064,Vacation,2024-05-10,2024-05-16,pending,7,days
8a03026e-bf88-4d7e-8ac1-ff2d1d387694,2026-03-27 17:37:47,PTO-000057,BAM-00035,Sick,2025-04-17,2025-04-18,approved,16,hours
154a93c7-5150-41be-a580-affee1b653d6,2026-03-27 17:37:47,PTO-000058,BAM-00057,Vacation,2024-04-28,2024-04-28,denied,8,hours
6ddfb594-87d5-40e0-a2e8-92d65213cc8a,2026-03-27 17:37:47,PTO-000059,BAM-00063,Parental Leave,2025-02-06,2025-02-10,denied,5,days
6c2a4f53-6539-44bc-b54b-920993d440a0,2026-03-27 17:37:47,PTO-000060,BAM-00057,Parental Leave,2024-06-19,2024-06-25,pending,7,days
5b5d3809-f4b2-4696-8a51-fe237b82a40e,2026-03-27 17:37:47,PTO-000061,BAM-00024,Parental Leave,2024-06-16,2024-06-21,pending,48,hours
f12ec8ef-98bb-4f2d-9365-ff70c35a610a,2026-03-27 17:37:47,PTO-000062,BAM-00001,Parental Leave,2025-02-22,2025-02-26,pending,40,hours
243d313d-79c3-4bec-94c1-c3fc58ef950f,2026-03-27 17:37:47,PTO-000063,BAM-00016,Parental Leave,2025-09-14,2025-09-16,pending,24,hours
0c933c6e-226b-4c57-a479-94f04331b3b0,2026-03-27 17:37:47,PTO-000064,BAM-00009,Personal,2025-01-01,2025-01-03,approved,24,hours
16562cab-6dd6-44de-ad4a-20437333fe55,2026-03-27 17:37:47,PTO-000065,BAM-00009,Sick,2024-12-08,2024-12-09,pending,16,hours
51564fb0-fede-4b05-a00f-39a504f2e063,2026-03-27 17:37:47,PTO-000066,BAM-00027,Vacation,2024-12-16,2024-12-25,denied,10,days
e79f4998-6f74-4b89-8d4c-85f33766c4a5,2026-03-27 17:37:47,PTO-000067,BAM-00021,Sick,2024-08-13,2024-08-16,approved,4,days
92060e3b-0a83-4efe-89ba-d015c2dfb6ee,2026-03-27 17:37:47,PTO-000068,BAM-00041,Parental Leave,2025-10-24,2025-10-24,denied,1,days
b8394d62-1211-4007-88d6-e57b4c1dee5e,2026-03-27 17:37:47,PTO-000069,BAM-00016,Personal,2024-10-29,2024-10-31,denied,3,days
70d15fc6-49ca-47b5-86d9-0450531832cd,2026-03-27 17:37:47,PTO-000070,BAM-00035,Parental Leave,2025-09-01,2025-09-05,pending,40,hours
1dfb004e-f771-4502-83cb-806ff7c8bfc5,2026-03-27 17:37:47,PTO-000071,BAM-00062,Vacation,2024-06-07,2024-06-12,denied,48,hours
f20805f7-6318-401a-8be1-8ba28dca0fa5,2026-03-27 17:37:47,PTO-000072,BAM-00060,Vacation,2026-01-21,2026-01-27,pending,56,hours
f2dd44fa-5134-49e7-9ff3-b2e646a77030,2026-03-27 17:37:47,PTO-000073,BAM-00041,Vacation,2025-05-28,2025-06-05,approved,9,days
beb1bdc9-6263-4f68-8a9f-eb01637d9b1c,2026-03-27 17:37:47,PTO-000074,BAM-00052,Parental Leave,2026-02-27,2026-03-03,denied,40,hours
e6b26f32-7499-42fa-b8d2-18f94d9cd992,2026-03-27 17:37:47,PTO-000075,BAM-00052,Personal,2025-08-12,2025-08-19,pending,64,hours
92667761-03ef-42ba-9fef-36748e5f1c9a,2026-03-27 17:37:47,PTO-000076,BAM-00056,Parental Leave,2025-04-25,2025-05-01,pending,56,hours
4629b9e3-dd00-4938-b604-042fe98ba11e,2026-03-27 17:37:47,PTO-000077,BAM-00006,Vacation,2025-10-23,2025-10-28,denied,6,days
5a2a5a6c-6c1e-41cb-b0c0-f865926cfcb0,2026-03-27 17:37:47,PTO-000078,BAM-00044,Personal,2026-01-12,2026-01-14,pending,24,hours
b82a48d1-3857-4450-950b-cae5fcf0f94d,2026-03-27 17:37:47,PTO-000079,BAM-00042,Personal,2024-10-02,2024-10-03,approved,16,hours
61dfee43-ff24-48e5-b9b7-b106d8ae275c,2026-03-27 17:37:47,PTO-000080,BAM-00037,Sick,2025-11-03,2025-11-12,denied,80,hours
fea838c2-7759-48fc-b726-b0fe27347060,2026-03-27 17:37:47,PTO-000081,BAM-00065,Personal,2025-08-08,2025-08-10,pending,24,hours
170eedcf-c800-44c7-84ae-c92ecfab2453,2026-03-27 17:37:47,PTO-000082,BAM-00036,Parental Leave,2024-08-19,2024-08-21,approved,3,days
7c38662c-11c0-45b6-a1e3-04e85e80041f,2026-03-27 17:37:47,PTO-000083,BAM-00047,Sick,2026-03-05,2026-03-05,denied,8,hours
84afb769-4073-4455-8231-8bdbcc4ff82c,2026-03-27 17:37:47,PTO-000084,BAM-00060,Personal,2026-02-20,2026-02-23,approved,32,hours
1f7fd4ae-b84b-493e-aa93-15656d20b8db,2026-03-27 17:37:47,PTO-000085,BAM-00008,Personal,2025-04-20,2025-04-27,pending,8,days
b4e31bd9-8e0e-4d8e-aeb6-a3b5db694408,2026-03-27 17:37:47,PTO-000086,BAM-00056,Sick,2024-10-20,2024-10-29,approved,10,days
4ef79c7f-53b8-4b1f-9ad8-a07a078b2f64,2026-03-27 17:37:47,PTO-000087,BAM-00012,Sick,2024-12-15,2024-12-18,approved,4,days
7b507886-f64f-492b-8dd0-cf96334a02a0,2026-03-27 17:37:47,PTO-000088,BAM-00025,Vacation,2025-10-28,2025-10-31,approved,4,days
84acb20f-bfcd-46f1-9fc8-0f1d601817a5,2026-03-27 17:37:47,PTO-000089,BAM-00014,Vacation,2024-07-19,2024-07-27,pending,72,hours
363b63c6-5a47-4a40-bdc1-25bb92df7f05,2026-03-27 17:37:47,PTO-000090,BAM-00046,Personal,2024-12-09,2024-12-17,denied,72,hours
cf6e5560-278b-4845-ad31-6626066ad5a5,2026-03-27 17:37:47,PTO-000091,BAM-00064,Personal,2025-02-17,2025-02-22,pending,6,days
fdaa3930-179e-49d9-8dba-112b7e7af05c,2026-03-27 17:37:47,PTO-000092,BAM-00020,Personal,2025-10-31,2025-11-06,approved,7,days
c640d69e-e229-4e15-8d40-4a8982a9b0aa,2026-03-27 17:37:47,PTO-000093,BAM-00036,Personal,2024-10-10,2024-10-16,pending,56,hours
28b3c1e5-591b-4def-a5ce-cd21f7b75701,2026-03-27 17:37:47,PTO-000094,BAM-00059,Vacation,2025-09-13,2025-09-16,pending,32,hours
e84c355f-dea2-4955-872f-99ad1a1583e5,2026-03-27 17:37:47,PTO-000095,BAM-00026,Vacation,2026-01-21,2026-01-29,denied,72,hours
cb3e7169-a989-40b5-b06c-848fd6d34e11,2026-03-27 17:37:47,PTO-000096,BAM-00031,Parental Leave,2025-02-26,2025-03-03,denied,48,hours
c284a6a3-a9cb-47a8-8828-bc02846cea5e,2026-03-27 17:37:47,PTO-000097,BAM-00056,Parental Leave,2024-12-05,2024-12-08,denied,32,hours
e674f7b2-9fe3-4baf-a00c-30e29defb5e9,2026-03-27 17:37:47,PTO-000098,BAM-00033,Personal,2024-06-04,2024-06-11,denied,8,days
bb3ebddc-9ae7-4703-9a4f-999738cbd6a4,2026-03-27 17:37:47,PTO-000099,BAM-00050,Parental Leave,2024-05-13,2024-05-14,approved,2,days
a95839b1-96c0-43b7-a912-9d38bee49dd4,2026-03-27 17:37:47,PTO-000100,BAM-00034,Parental Leave,2025-06-04,2025-06-13,pending,80,hours
ddb807cf-5345-404f-9cc9-c3ac19ce3844,2026-03-27 17:37:47,PTO-000101,BAM-00022,Personal,2025-11-23,2025-11-26,approved,32,hours
980c2263-8c36-4f47-96eb-0f16ac96d592,2026-03-27 17:37:47,PTO-000102,BAM-00056,Parental Leave,2025-09-15,2025-09-20,denied,6,days
e2161bca-d28a-4d76-a5f1-503aac372155,2026-03-27 17:37:47,PTO-000103,BAM-00059,Vacation,2024-10-08,2024-10-14,approved,56,hours
dfe90752-5b61-418f-bd00-669c18d1bdf7,2026-03-27 17:37:47,PTO-000104,BAM-00001,Vacation,2024-08-08,2024-08-15,denied,8,days
d010f5bf-52ea-4e6d-b410-70cc3c727dab,2026-03-27 17:37:47,PTO-000105,BAM-00041,Sick,2026-02-17,2026-02-19,denied,3,days
74ee8576-6e63-486c-8374-003b724bc900,2026-03-27 17:37:47,PTO-000106,BAM-00059,Vacation,2024-09-05,2024-09-06,pending,2,days
1eebca79-8036-4759-81c2-2d1d56fcad56,2026-03-27 17:37:47,PTO-000107,BAM-00010,Personal,2025-11-02,2025-11-02,denied,8,hours
14652e5c-33f3-4fdc-a6bd-c6a4ff32bcbc,2026-03-27 17:37:47,PTO-000108,BAM-00049,Parental Leave,2024-09-18,2024-09-22,denied,40,hours
344138bd-64f0-4acc-a049-9a2f6b378c38,2026-03-27 17:37:47,PTO-000109,BAM-00024,Parental Leave,2024-08-28,2024-08-28,pending,1,days
823e8d7a-cb12-45ec-93e9-06d8cf1cd69d,2026-03-27 17:37:47,PTO-000110,BAM-00055,Sick,2025-05-18,2025-05-21,denied,4,days
760f34be-f5d4-466d-b211-ec6473a3af05,2026-03-27 17:37:47,PTO-000111,BAM-00046,Personal,2024-05-03,2024-05-11,approved,9,days
7d6f06e2-db2f-4546-9848-5512f6546600,2026-03-27 17:37:47,PTO-000112,BAM-00017,Sick,2025-04-23,2025-04-25,denied,24,hours
2ce1847a-0e85-4f52-8e4d-3480b11d3f40,2026-03-27 17:37:47,PTO-000113,BAM-00012,Vacation,2025-01-04,2025-01-04,denied,1,days
9afc06a0-c57f-41e4-b67c-694014d66ef8,2026-03-27 17:37:47,PTO-000114,BAM-00064,Vacation,2025-02-11,2025-02-16,denied,48,hours
c76f35b3-c899-483e-9b55-5459cf1e8534,2026-03-27 17:37:47,PTO-000115,BAM-00036,Personal,2024-09-06,2024-09-06,denied,1,days
25aa13ed-9bd9-48c8-8ef0-25d132b5c149,2026-03-27 17:37:47,PTO-000116,BAM-00039,Parental Leave,2024-10-07,2024-10-12,pending,6,days
734fb047-1b3f-42aa-a2b8-667fca4c80ee,2026-03-27 17:37:47,PTO-000117,BAM-00048,Sick,2024-04-10,2024-04-19,approved,10,days
1a7ce83e-8f5b-4bec-99aa-f1b5a9106c4b,2026-03-27 17:37:47,PTO-000118,BAM-00007,Vacation,2025-11-15,2025-11-24,approved,80,hours
7a59386f-a110-4591-96e7-32bc5c4af740,2026-03-27 17:37:47,PTO-000119,BAM-00034,Sick,2024-12-28,2024-12-28,approved,8,hours
f4bd148c-a6a7-47cf-8b1a-d08ebda715c7,2026-03-27 17:37:47,PTO-000120,BAM-00004,Parental Leave,2025-12-21,2025-12-21,approved,8,hours
ffd0982e-9b1a-4a6a-ae73-72f97b711a62,2026-03-27 17:37:47,PTO-000121,BAM-00023,Sick,2024-11-23,2024-11-28,pending,6,days
612d3f3d-a306-49c3-8143-330e6a0d0b13,2026-03-27 17:37:47,PTO-000122,BAM-00061,Parental Leave,2025-12-31,2026-01-03,pending,32,hours
ea5c1b6c-ff8a-4574-a4b1-e52c1864f4f8,2026-03-27 17:37:47,PTO-000123,BAM-00044,Vacation,2024-12-15,2024-12-22,pending,64,hours
961abacd-f108-470c-aaba-689bccca71b2,2026-03-27 17:37:47,PTO-000124,BAM-00017,Sick,2025-06-24,2025-06-29,pending,48,hours
59e95691-9a2e-4a2c-bbc7-f7ecaaf59787,2026-03-27 17:37:47,PTO-000125,BAM-00042,Personal,2025-02-07,2025-02-15,pending,9,days
8d4e3496-351e-49d9-a047-871024c07e90,2026-03-27 17:37:47,PTO-000126,BAM-00013,Parental Leave,2024-09-27,2024-10-03,approved,56,hours
3c4638c4-80ee-43fb-b2cf-f262b02e9064,2026-03-27 17:37:47,PTO-000127,BAM-00044,Sick,2026-02-24,2026-02-27,denied,4,days
8c1e53f0-eb0e-48ff-be3c-ec12fb670308,2026-03-27 17:37:47,PTO-000128,BAM-00035,Sick,2024-09-26,2024-10-03,approved,8,days
129860a2-b5be-420e-831d-92008fd49ba6,2026-03-27 17:37:47,PTO-000129,BAM-00045,Personal,2024-05-26,2024-05-27,approved,2,days
acd35727-a04f-4ef6-9c78-ca2fb4d84f2f,2026-03-27 17:37:47,PTO-000130,BAM-00032,Sick,2025-10-31,2025-10-31,pending,8,hours
a782a6a6-453d-4710-8425-f33145ea7e6d,2026-03-27 17:37:47,PTO-000131,BAM-00043,Parental Leave,2025-08-25,2025-08-27,pending,24,hours
ea690632-ca02-4e57-bf6c-4cbdd8718ef9,2026-03-27 17:37:47,PTO-000132,BAM-00025,Sick,2024-11-02,2024-11-11,denied,10,days
34a99a77-e7c5-4c08-acd7-cc8097fc2148,2026-03-27 17:37:47,PTO-000133,BAM-00006,Vacation,2024-11-08,2024-11-15,approved,8,days
dc941858-1302-4269-a3aa-2c808c760685,2026-03-27 17:37:47,PTO-000134,BAM-00057,Personal,2025-03-16,2025-03-25,pending,10,days
d1452568-879b-4038-98d2-b066aa56007e,2026-03-27 17:37:47,PTO-000135,BAM-00060,Sick,2026-02-08,2026-02-09,approved,16,hours
61c297e7-1dd2-4d4d-8747-f452322717d5,2026-03-27 17:37:47,PTO-000136,BAM-00012,Vacation,2025-06-01,2025-06-03,denied,3,days
39580ad2-83c5-4cbe-b81c-1c9d92e96072,2026-03-27 17:37:47,PTO-000137,BAM-00051,Vacation,2026-01-25,2026-01-30,approved,6,days
b62ea66f-273d-4cf0-91d2-13a045b57eb8,2026-03-27 17:37:47,PTO-000138,BAM-00036,Personal,2024-12-09,2024-12-12,approved,32,hours
b92e389b-992c-4e4f-8ba3-d5b89615a40c,2026-03-27 17:37:47,PTO-000139,BAM-00051,Sick,2024-12-25,2024-12-29,approved,40,hours
ab44e23f-df2d-4e54-9970-bb2b30b91384,2026-03-27 17:37:47,PTO-000140,BAM-00054,Sick,2025-11-19,2025-11-20,approved,16,hours
16d3ce28-b421-4447-b7d8-a3b89c7d15fe,2026-03-27 17:37:47,PTO-000141,BAM-00001,Sick,2026-01-02,2026-01-02,approved,8,hours
f1e24257-e258-4f93-b305-a6c2044d1e02,2026-03-27 17:37:47,PTO-000142,BAM-00057,Personal,2025-05-08,2025-05-16,approved,9,days
7777fe2b-db9e-4e8b-80c4-43e0c0ea85de,2026-03-27 17:37:47,PTO-000143,BAM-00060,Personal,2025-08-29,2025-08-29,denied,8,hours
8f14e4c9-9c70-4e32-91c8-6e4a8c49be75,2026-03-27 17:37:47,PTO-000144,BAM-00062,Sick,2024-07-13,2024-07-13,denied,1,days
5dda1ce0-0b8a-4faf-bd39-a80630aec30b,2026-03-27 17:37:47,PTO-000145,BAM-00048,Vacation,2024-11-05,2024-11-05,denied,1,days
3233034b-d2e4-42a0-9006-8a2adc6a547f,2026-03-27 17:37:47,PTO-000146,BAM-00006,Sick,2024-05-27,2024-06-02,pending,7,days
ba01ca47-8e13-4d2e-a5b5-da0c25dc02d1,2026-03-27 17:37:47,PTO-000147,BAM-00055,Personal,2026-01-16,2026-01-23,pending,64,hours
f5a7ecea-0123-4b28-87e6-7672971abbe7,2026-03-27 17:37:47,PTO-000148,BAM-00052,Vacation,2025-04-09,2025-04-17,pending,72,hours
d5fb9141-f922-4fa3-97bc-dab58a433198,2026-03-27 17:37:47,PTO-000149,BAM-00022,Vacation,2025-10-14,2025-10-18,approved,40,hours
1689c9e8-edd8-4a2f-aee4-455dc9f7c7ff,2026-03-27 17:37:47,PTO-000150,BAM-00038,Sick,2025-01-01,2025-01-07,approved,7,days
b2d74b82-b863-443d-a2bb-3aca379f73f8,2026-03-27 17:37:47,PTO-000151,BAM-00037,Personal,2025-04-18,2025-04-23,approved,48,hours
a2ec537e-107f-4eb1-9868-6cafaae3fb49,2026-03-27 17:37:47,PTO-000152,BAM-00043,Personal,2025-01-24,2025-01-30,approved,7,days
5695592b-8a9b-469b-ad29-f9bca4856189,2026-03-27 17:37:47,PTO-000153,BAM-00060,Personal,2025-02-10,2025-02-17,approved,8,days
8a348149-3a0a-4b5d-a376-8af1b512b3d7,2026-03-27 17:37:47,PTO-000154,BAM-00047,Parental Leave,2024-07-15,2024-07-22,pending,64,hours
47f18542-e428-4d76-9dec-8ba1127d7c25,2026-03-27 17:37:47,PTO-000155,BAM-00047,Parental Leave,2025-11-10,2025-11-16,approved,56,hours
0a14c93b-e326-4aeb-937b-f713385c9d2f,2026-03-27 17:37:47,PTO-000156,BAM-00006,Parental Leave,2026-01-11,2026-01-14,denied,4,days
4487f9c7-b807-4ba3-8f3f-5236b738660b,2026-03-27 17:37:47,PTO-000157,BAM-00041,Personal,2024-08-31,2024-09-02,denied,24,hours
c4178915-eecb-4992-8643-08a397f3462a,2026-03-27 17:37:47,PTO-000158,BAM-00033,Vacation,2026-01-08,2026-01-10,denied,3,days
1f565886-0ad5-4ec4-a304-b3983d1c7ace,2026-03-27 17:37:47,PTO-000159,BAM-00021,Vacation,2024-10-01,2024-10-03,denied,24,hours
1aef8d4b-4e97-4ed6-bd50-d113ceee5429,2026-03-27 17:37:47,PTO-000160,BAM-00034,Personal,2025-03-08,2025-03-13,denied,48,hours
afdbf54f-c4cb-48ab-a5bf-a0c829c2a458,2026-03-27 17:37:47,PTO-000161,BAM-00026,Parental Leave,2025-07-04,2025-07-06,pending,3,days
cb6d2516-79d3-49fa-9224-886614b2f908,2026-03-27 17:37:47,PTO-000162,BAM-00053,Personal,2024-05-12,2024-05-16,approved,5,days
e9abbf88-3e3e-4a54-bd24-e167a920c584,2026-03-27 17:37:47,PTO-000163,BAM-00055,Sick,2025-02-04,2025-02-07,denied,4,days
703d4d90-738c-40dd-b1e8-2bc59adf74af,2026-03-27 17:37:47,PTO-000164,BAM-00061,Sick,2024-05-13,2024-05-21,pending,9,days
8ba5e0f1-409b-4d99-a5bd-7ffe61a3668c,2026-03-27 17:37:47,PTO-000165,BAM-00020,Vacation,2024-09-26,2024-10-05,approved,10,days
4acbfb1c-2f66-48a4-8e2c-553a93a3ac5a,2026-03-27 17:37:47,PTO-000166,BAM-00026,Sick,2025-04-01,2025-04-03,denied,24,hours
b1912949-46c3-4a25-a900-f0bad58662ba,2026-03-27 17:37:47,PTO-000167,BAM-00020,Vacation,2024-09-13,2024-09-22,approved,80,hours
0038e459-dbc5-4ccc-8b3b-f338e3ac4ace,2026-03-27 17:37:47,PTO-000168,BAM-00040,Personal,2025-10-29,2025-11-04,approved,7,days
834613d8-214f-405a-b546-3f282b349c3a,2026-03-27 17:37:47,PTO-000169,BAM-00059,Sick,2025-06-12,2025-06-21,denied,80,hours
8690d45a-9f4d-40b9-a467-b3d7f41bf3fc,2026-03-27 17:37:47,PTO-000170,BAM-00007,Personal,2025-10-06,2025-10-13,pending,8,days
de6ba21c-0288-4610-9099-5c01df050eca,2026-03-27 17:37:47,PTO-000171,BAM-00052,Vacation,2025-07-08,2025-07-17,pending,10,days
