_dataorbit_sync_id,_dataorbit_synced_at,id,name,is_active,address,currency
317951e7-4feb-4e6a-9312-4dcd55b0e513,2026-03-27 17:37:47,1000019,Bright Labs 19,True,415 Market St,USD
a222bef0-8543-4daa-b2c7-321ba41927cc,2026-03-27 17:37:47,1000020,Nova Capital 20,True,822 Market St,USD
a4497280-734e-499d-9aee-95a2a7404a58,2026-03-27 17:37:47,1000021,Prime Labs 21,True,978 Market St,USD
b626f87a-e7a8-48a1-a212-f514ea14e712,2026-03-27 17:37:47,1000022,Nova Capital 22,True,422 Market St,USD
7572122e-c5c7-47b9-b69e-5f977b246f80,2026-03-27 17:37:47,1000023,Blue Labs 23,True,826 Market St,USD
7bbe1a7f-55c8-4453-8ab8-835f9d5a10af,2026-03-27 17:37:47,1000024,North Capital 24,True,132 Market St,USD
c0f3dae2-2690-4549-ac14-dc87ef562a64,2026-03-27 17:37:47,1000025,Nova Capital 25,True,378 Market St,USD
f7a968aa-e25e-4888-8d16-103dbaf1030b,2026-03-27 17:37:47,1000026,Blue Digital 26,True,523 Market St,USD
f13c0baf-6f4a-403e-95cc-4ccc794c83ce,2026-03-27 17:37:47,1000027,North Capital 27,True,188 Market St,USD
1bfb5a43-e910-4e51-a446-367d71c4f5f9,2026-03-27 17:37:47,1000028,Nova Digital 28,True,608 Market St,USD
179aa27e-4bec-4321-8c5f-2636b955fa4d,2026-03-27 17:37:47,1000029,Bright Capital 29,True,998 Market St,USD
320971eb-32d4-4cc4-9ba4-8084e1c7078c,2026-03-27 17:37:47,1000030,Nova Health 30,True,343 Market St,USD
f437f7b3-d375-47fe-ba2b-0751a0736d7d,2026-03-27 17:37:47,1000031,Bright Digital 31,True,480 Market St,USD
a07ab22f-dc14-455f-8375-da6649f99e96,2026-03-27 17:37:47,1000032,North Health 32,True,562 Market St,USD
cbc59786-dbb2-4ab9-9c1e-07644a14e5db,2026-03-27 17:37:47,1000033,Bright Digital 33,True,949 Market St,USD
9eb53be5-2c69-48f5-a748-7643840932a1,2026-03-27 17:37:47,1000034,North Health 34,True,409 Market St,USD
bd90f0ea-e6f5-420c-a185-b4ea0e28f50d,2026-03-27 17:37:47,1000035,North Digital 35,True,321 Market St,USD
db563d0c-0fc7-4366-afa8-264c8ccad30b,2026-03-27 17:37:47,1000036,Bright Retail 36,True,637 Market St,USD
291614e6-dc5f-48a3-a897-3a29a263f552,2026-03-27 17:37:47,1000037,North Retail 37,True,409 Market St,USD
0851e67c-008c-4105-99c3-5fd4beef8482,2026-03-27 17:37:47,1000038,North Health 38,True,279 Market St,USD
6a720a02-34a4-4ee5-8d60-ba082d887600,2026-03-27 17:37:47,1000039,Bright Health 39,True,214 Market St,USD
65753b9a-6f0b-4220-abbc-e281c73b599d,2026-03-27 17:37:47,1000040,Bright Health 40,True,483 Market St,USD
bc7b7f6e-10b9-402e-be86-d3eed08c63e0,2026-03-27 17:37:47,1000041,North Digital 41,True,903 Market St,USD
d648c211-2855-44dd-a5e3-744887e690bf,2026-03-27 17:37:47,1000042,Nova Digital 42,True,138 Market St,USD
da9e90c9-bf99-469f-b56d-53242360325d,2026-03-27 17:37:47,1000043,North Health 43,True,896 Market St,USD
573d6569-4380-41ff-a419-4f29f0f00abe,2026-03-27 17:37:47,1000044,Bright Capital 44,True,306 Market St,USD
2a77832e-30d5-4c59-9a6f-da609e710307,2026-03-27 17:37:47,1000045,North Digital 45,True,194 Market St,USD
a57d5dfa-aa43-4bf4-a3d1-c8637381a548,2026-03-27 17:37:47,1000046,Nova Health 46,True,554 Market St,USD
531e1299-d17e-4ced-b454-82e40386dc00,2026-03-27 17:37:47,1000047,Bright Digital 47,True,618 Market St,USD
4b59109a-9052-4ae0-90f4-8f7a4bb9eaa4,2026-03-27 17:37:47,1000048,Blue Labs 48,True,125 Market St,USD
743f8b95-b579-4749-96ca-48b51d96a7ef,2026-03-27 17:37:47,1000049,Prime Retail 49,True,918 Market St,USD
6f4c60c4-9fd1-4eb6-9a9c-935bd8e9795a,2026-03-27 17:37:47,1000050,Nova Capital 50,True,594 Market St,USD
b1992f35-6006-434b-a85e-96b30da92b02,2026-03-27 17:37:47,1000051,Nova Digital 51,True,612 Market St,USD
018b1145-9bf2-4cde-a5f4-2ff4ab5fb5a2,2026-03-27 17:37:47,1000052,Prime Retail 52,True,257 Market St,USD
9f456980-0c97-4d1c-8b5e-298e83fc4c83,2026-03-27 17:37:47,1000053,Prime Retail 53,True,294 Market St,USD
a6631b22-9edb-4ecc-8bfe-232b4f5b528e,2026-03-27 17:37:47,1000054,Blue Retail 54,True,448 Market St,USD
62df791e-a23f-4d3c-a7f4-cf9dd5bf32e4,2026-03-27 17:37:47,1000055,Nova Capital 55,True,595 Market St,USD
5b94048c-c5d4-4533-ac27-d5e3b9860ca7,2026-03-27 17:37:47,1000056,Nova Capital 56,True,850 Market St,USD
736f5bdc-37d5-440a-9b05-e9848f4ebd2b,2026-03-27 17:37:47,1000057,Nova Retail 57,True,994 Market St,USD
e0f1c0d1-8877-4667-bf14-b23c410c3d0f,2026-03-27 17:37:47,1000058,North Capital 58,True,636 Market St,USD
27631bd1-02c5-48ed-8936-1f19d3a8908f,2026-03-27 17:37:47,1000059,North Capital 59,True,417 Market St,USD
47975bd3-6a85-47b6-b025-f9619aa0419b,2026-03-27 17:37:47,1000060,Bright Capital 60,True,894 Market St,USD
a91d9255-110e-443d-a64e-0a7515c29859,2026-03-27 17:37:47,1000061,Blue Labs 61,True,435 Market St,USD
707ca8ba-61da-48e3-8fa6-ed4dda45a885,2026-03-27 17:37:47,1000062,Nova Retail 62,True,246 Market St,USD
39aa441b-5f3d-4634-928f-b1f4b6c0d0cf,2026-03-27 17:37:47,1000063,Nova Labs 63,True,887 Market St,USD
a0cf5557-da92-4d3d-bfef-7ef5d2c7fd7a,2026-03-27 17:37:47,1000064,Blue Health 64,True,992 Market St,USD
dfdbe5c9-ef1e-40ea-8ef4-513dd5e03432,2026-03-27 17:37:47,1000065,Bright Labs 65,True,200 Market St,USD
6b77c46c-0c02-4dd3-821a-a31fa49d4409,2026-03-27 17:37:47,1000066,Prime Retail 66,True,941 Market St,USD
9e6e41c8-26ab-442d-b734-fce5aa6e6184,2026-03-27 17:37:47,1000067,Nova Health 67,True,628 Market St,USD
b9aed08a-7ed4-47e4-a2f0-f98bfb47fdc8,2026-03-27 17:37:47,1000068,Nova Capital 68,True,792 Market St,USD
d5d7be4c-00a5-4148-9d94-851885ba119b,2026-03-27 17:37:47,1000069,Bright Health 69,True,235 Market St,USD
6d16f312-7440-489c-932d-c140843e8875,2026-03-27 17:37:47,1000070,North Capital 70,True,310 Market St,USD
10e5001a-14a6-4dca-b59f-3957862523b0,2026-03-27 17:37:47,1000071,Bright Digital 71,True,841 Market St,USD
0ac8c578-2267-4e89-a99a-22a39a579510,2026-03-27 17:37:47,1000072,Bright Health 72,True,137 Market St,USD
2d7eed63-abcc-4de5-b7f7-592016c574ae,2026-03-27 17:37:47,1000073,North Retail 73,True,570 Market St,USD
d1498c49-93c2-4c1c-a06d-0f8c6f5c7f20,2026-03-27 17:37:47,1000074,North Health 74,True,496 Market St,USD
d920afa9-3ce3-4b54-8b38-71916669b75b,2026-03-27 17:37:47,1000075,Blue Digital 75,True,830 Market St,USD
188623e7-d394-40cf-96a1-ee1daf09be80,2026-03-27 17:37:47,1000076,Prime Health 76,True,985 Market St,USD
2400d617-42f2-47df-bf70-6c4844e11510,2026-03-27 17:37:47,1000077,Nova Labs 77,True,634 Market St,USD
b49771f7-2e82-466e-90ea-54d39f74a221,2026-03-27 17:37:47,1000078,North Digital 78,True,218 Market St,USD
47647cbb-614d-4794-9b0e-660380c14edf,2026-03-27 17:37:47,1000079,Blue Retail 79,True,104 Market St,USD
cb679241-9216-41ba-b293-466af38d9322,2026-03-27 17:37:47,1000080,Blue Capital 80,True,418 Market St,USD
facd2e70-c0e1-46a1-8001-9cc2261e783a,2026-03-27 17:37:47,1000081,Blue Retail 81,True,145 Market St,USD
2da98b8d-aaaa-40eb-9dac-8a798f6c769e,2026-03-27 17:37:47,1000082,North Labs 82,True,803 Market St,USD
a1ea0e55-77e9-4422-930b-f64c4d17b0c5,2026-03-27 17:37:47,1000083,Bright Capital 83,True,968 Market St,USD
017bab28-bbab-48db-ad98-c521f7ec8249,2026-03-27 17:37:47,1000084,Bright Labs 84,True,708 Market St,USD
00dd55f8-5d0c-4939-942f-5e1e12511177,2026-03-27 17:37:47,1000085,Blue Retail 85,True,992 Market St,USD
1313df60-d44e-4c85-a2bc-aa4ceee1de0a,2026-03-27 17:37:47,1000086,Prime Health 86,True,189 Market St,USD
89130592-685f-4649-83c2-3f319641b7dc,2026-03-27 17:37:47,1000087,Bright Capital 87,True,441 Market St,USD
9616ad7f-2f25-4f6d-90ac-556259cb67ac,2026-03-27 17:37:47,1000088,Nova Labs 88,True,578 Market St,USD
946f7af6-5dfd-4363-ac15-ee7b8046ecea,2026-03-27 17:37:47,1000089,Prime Labs 89,True,147 Market St,USD
755305dc-1300-432b-9515-a7eea0c5115d,2026-03-27 17:37:47,1000090,Nova Retail 90,True,205 Market St,USD
c59f243b-080b-4c79-9961-241f49ef7f48,2026-03-27 17:37:47,1000091,Prime Labs 91,True,633 Market St,USD
b26acd45-b0d5-4b16-8d52-3b066cc3fa45,2026-03-27 17:37:47,1000092,Prime Retail 92,True,884 Market St,USD
5b53ae89-3508-4630-bb88-bfa89035e8ff,2026-03-27 17:37:47,1000093,Blue Health 93,True,774 Market St,USD
c6190e06-d3bb-4b52-b503-e8270e640c53,2026-03-27 17:37:47,1000094,Nova Capital 94,True,863 Market St,USD
633ea2bb-b280-4c32-8eaf-debd5a5a3b25,2026-03-27 17:37:47,1000095,Prime Health 95,True,419 Market St,USD
2ba32838-17f7-4dbd-8f46-aa5ed67b1184,2026-03-27 17:37:47,1000096,Prime Capital 96,True,123 Market St,USD
c71d60ea-7406-4e17-806c-fe3b1e91da08,2026-03-27 17:37:47,1000097,Blue Digital 97,True,691 Market St,USD
65fdcdf6-8676-48d5-8936-493480dd1fc9,2026-03-27 17:37:47,1000098,Prime Labs 98,True,876 Market St,USD
5ed05333-6d2e-4b11-ba81-9db36885c861,2026-03-27 17:37:47,1000099,North Health 99,True,419 Market St,USD
16c4e810-2f97-4ec2-b14d-7ac415d3ca29,2026-03-27 17:37:47,1000100,Bright Labs 100,True,754 Market St,USD
d1f8c0c5-9447-42ac-bf27-1b1b0d178c75,2026-03-27 17:37:47,1000101,Prime Digital 101,True,314 Market St,USD
5e1dc584-fe9b-428e-88aa-60fa7eaba8f5,2026-03-27 17:37:47,1000102,Prime Digital 102,True,428 Market St,USD
54d31314-8a8d-4ad3-bb9b-fa946ad21000,2026-03-27 17:37:47,1000103,Bright Digital 103,True,305 Market St,USD
bfc02d88-47ad-4846-83d3-aae39039a83d,2026-03-27 17:37:47,1000104,Bright Retail 104,True,297 Market St,USD
c1598d55-ea58-4cb7-ad15-b94f18b89d0c,2026-03-27 17:37:47,1000105,Bright Labs 105,True,393 Market St,USD
a2d4103e-4b34-4ffd-9913-dab8fd359a0e,2026-03-27 17:37:47,1000106,North Digital 106,True,383 Market St,USD
047a18cf-961e-49ff-81ad-00af0a79ac01,2026-03-27 17:37:47,1000107,North Labs 107,True,645 Market St,USD
7f908b64-4b3d-423c-b691-0eb3d95a2757,2026-03-27 17:37:47,1000108,Bright Health 108,True,426 Market St,USD
63c01f5c-fe0d-4dbd-a137-6941f94d8dc9,2026-03-27 17:37:47,1000109,Nova Digital 109,True,891 Market St,USD
af1a7e51-50c4-4a70-a326-5a80cbf6ab4d,2026-03-27 17:37:47,1000110,Prime Labs 110,True,551 Market St,USD
b709e9f2-9c97-480c-aa69-c89f8ff8fd08,2026-03-27 17:37:47,1000111,Blue Health 111,True,787 Market St,USD
a9f2cb10-866a-4525-881d-e0f7f36fb168,2026-03-27 17:37:47,1000112,Bright Labs 112,True,220 Market St,USD
fc36f83f-4c8d-4368-943e-256822359382,2026-03-27 17:37:47,1000113,Blue Capital 113,True,379 Market St,USD
4f645dba-d283-4ba9-96e9-0f40493c1ab4,2026-03-27 17:37:47,1000114,Blue Retail 114,True,252 Market St,USD
4b2a43a3-d938-40b6-9a10-77c123148f5d,2026-03-27 17:37:47,1000115,Prime Labs 115,True,261 Market St,USD
7eb45aaf-4e97-4a9a-bd81-f1640cf02185,2026-03-27 17:37:47,1000116,Bright Labs 116,True,380 Market St,USD
4c389ea6-2a9f-431e-872c-c7628243aa38,2026-03-27 17:37:47,1000117,Blue Retail 117,True,217 Market St,USD
cdd39141-49a5-4834-bb27-02bb8d25e6c5,2026-03-27 17:37:47,1000118,North Labs 118,True,115 Market St,USD
c7647007-21c5-4554-9f99-d8fc54a82e14,2026-03-27 17:37:47,1000119,Blue Health 119,True,737 Market St,USD
575a0f3e-38ee-4a38-b2df-998fa15cc20d,2026-03-27 17:37:47,1000120,North Labs 120,True,673 Market St,USD
