_dataorbit_sync_id,_dataorbit_synced_at,id,project_id,user_id,is_active,hourly_rate,budget
c46514b2-8659-43e0-b7ff-42f4fdbce0b9,2026-03-27 17:37:47,5000017,4000003,2000048,True,262.27,204.39
1806f809-de0f-4ea1-b014-f667e872b73b,2026-03-27 17:37:47,5000018,4000004,2000044,True,184.84,254.67
4108875f-f4d5-4287-92c4-226b6e4ed6de,2026-03-27 17:37:47,5000019,4000004,2000026,True,191.8,97.99
e88b52eb-81f0-4955-88e1-3265c3d4a516,2026-03-27 17:37:47,5000020,4000004,2000052,True,191.33,182.94
5628584b-f87b-4a60-9674-fbf3ccd77264,2026-03-27 17:37:47,5000021,4000005,2000059,True,215.61,159.24
10c8b0d3-4fc1-4c29-920c-3505aa34ee69,2026-03-27 17:37:47,5000022,4000005,2000014,True,200.42,57.69
dfad1ab4-a1f8-4df6-8486-9ff3397ed3a3,2026-03-27 17:37:47,5000023,4000005,2000016,True,115.15,34.8
73481aa8-54c2-4b97-a05b-9e0383570a59,2026-03-27 17:37:47,5000024,4000006,2000064,True,139.48,116.21
dffd0816-c8aa-417e-bd45-156931ade2fa,2026-03-27 17:37:47,5000025,4000006,2000060,True,198.93,173.05
0d71da18-99cb-4437-a94d-af0c03e84869,2026-03-27 17:37:47,5000026,4000006,2000013,True,257.53,28.85
b393049c-8412-4b9d-886b-7a96db84cf0f,2026-03-27 17:37:47,5000027,4000006,2000019,True,81.49,276.18
7ff4e724-02cf-4db9-907e-43e576d83aa7,2026-03-27 17:37:47,5000028,4000006,2000043,True,138.85,108.08
9a63837e-594e-4594-9bcf-cd79dc434c76,2026-03-27 17:37:47,5000029,4000006,2000032,True,111.61,148.7
4e925e72-64ad-4651-bc90-e1ef4fa742af,2026-03-27 17:37:47,5000030,4000006,2000065,True,148.75,175.87
2aac3e22-b316-4206-954d-388d78bf6a73,2026-03-27 17:37:47,5000031,4000006,2000033,True,107.93,104.85
ae580f2e-b6ec-4ac2-9d29-56031890c0b3,2026-03-27 17:37:47,5000032,4000007,2000061,True,159.6,158.51
92f67106-493f-4c33-a12a-e06d7c6f5610,2026-03-27 17:37:47,5000033,4000007,2000065,True,177.92,192.74
9f714ed2-cc35-4c0f-b7a7-52074654fb49,2026-03-27 17:37:47,5000034,4000007,2000036,True,198.24,293.78
67dce746-1f98-4d89-bf80-93c82154bf49,2026-03-27 17:37:47,5000035,4000007,2000055,True,144.39,27.88
a6786e57-a2c3-4b20-a375-10a44f1d2f02,2026-03-27 17:37:47,5000036,4000007,2000011,True,192.38,254.34
8c0e1b1f-89a9-43ec-9eb3-02cb599130a1,2026-03-27 17:37:47,5000037,4000007,2000033,True,98.09,227.78
b02ce4f1-dda0-4d7e-b64d-9dd52cee1b74,2026-03-27 17:37:47,5000038,4000007,2000004,True,252.84,269.58
2a3dcf58-077f-44ea-939f-041996fca565,2026-03-27 17:37:47,5000039,4000008,2000040,True,157.74,67.54
53ab98d1-3cbd-43b1-a022-d326e2358cd8,2026-03-27 17:37:47,5000040,4000008,2000011,True,212.17,30.47
c2118594-bcb7-4c0a-a96f-8556f0dcfd95,2026-03-27 17:37:47,5000041,4000008,2000059,True,233.16,138.29
f413e381-ca48-4076-99ff-e25d20bda099,2026-03-27 17:37:47,5000042,4000008,2000045,True,184.55,137.93
ac0166c3-4b22-430d-884c-da662173283a,2026-03-27 17:37:47,5000043,4000008,2000005,True,111.34,151.52
7206844d-c749-4a13-b88a-530f10568060,2026-03-27 17:37:47,5000044,4000008,2000056,True,175.01,108.62
f286d173-0d9f-428f-a905-36ea359e418f,2026-03-27 17:37:47,5000045,4000008,2000020,True,318.57,110.28
1dfcabf0-eb96-4d85-ac61-a361be806eba,2026-03-27 17:37:47,5000046,4000009,2000047,True,198.46,292.75
b66bcbde-ed36-49c7-838b-4f518f5d929c,2026-03-27 17:37:47,5000047,4000009,2000056,True,176.95,258.09
3305d03d-1340-477b-b220-6780e2918d48,2026-03-27 17:37:47,5000048,4000009,2000026,True,173.89,94.24
590d384a-ba5d-4054-8c97-7ab4043ca4cf,2026-03-27 17:37:47,5000049,4000009,2000064,True,140.48,180.59
a2961b32-3620-4065-a278-4561fa95b76e,2026-03-27 17:37:47,5000050,4000010,2000061,True,156.82,245.16
13f187d5-7445-49a7-b48a-b1c8f1f47a54,2026-03-27 17:37:47,5000051,4000010,2000055,True,147.59,171.19
ae348cf6-4797-43a2-a0fa-23f235883a6c,2026-03-27 17:37:47,5000052,4000010,2000014,True,184.46,132.64
c69a784b-b9a5-4305-bd4a-bd7fb737cf6c,2026-03-27 17:37:47,5000053,4000010,2000023,True,216.42,146.9
c32c95e2-7ce3-4ec5-a782-8243cb6aa364,2026-03-27 17:37:47,5000054,4000010,2000051,True,116.45,70.57
90f19c1b-4cf6-48de-994f-1e88ced5d271,2026-03-27 17:37:47,5000055,4000010,2000005,True,111.3,216.93
5670fc34-f7a4-42c4-8d94-3ee8a9e6e6c3,2026-03-27 17:37:47,5000056,4000010,2000042,True,173.43,181.52
47f6e800-7596-4ea8-a235-1c2d29616229,2026-03-27 17:37:47,5000057,4000010,2000053,True,117.73,289.39
9009c620-a64e-48f4-85a5-cd7271edaa8c,2026-03-27 17:37:47,5000058,4000011,2000031,True,117.01,134.87
4f8e8eed-de1d-41d7-bc4e-35968d68580c,2026-03-27 17:37:47,5000059,4000011,2000020,True,335.93,275.12
dbb94bc2-b07f-46d6-ab6d-abb0374b1fa6,2026-03-27 17:37:47,5000060,4000011,2000039,True,122.54,256.87
1ecf3412-946e-4d6e-bf3a-339314d99e25,2026-03-27 17:37:47,5000061,4000012,2000032,True,113.52,176.75
9f7cc861-35f9-4e98-8ac1-938e5f96d53f,2026-03-27 17:37:47,5000062,4000012,2000040,True,168.17,201.14
bc0954c0-0149-45f2-9930-589f2f6f2f53,2026-03-27 17:37:47,5000063,4000013,2000063,True,118.89,262.81
8e822fab-354e-4851-938f-d278c7983deb,2026-03-27 17:37:47,5000064,4000013,2000003,True,160.19,133.96
022765ef-6d01-4f98-a3ff-a32c9a869257,2026-03-27 17:37:47,5000065,4000013,2000004,True,270.65,204.08
6d13f753-0498-4792-a9a5-d2eeafbd1fbe,2026-03-27 17:37:47,5000066,4000013,2000056,True,177.5,284.09
2360934c-9316-49bd-b130-7673a40a326c,2026-03-27 17:37:47,5000067,4000013,2000058,True,71.31,59.36
ee005a37-dc0c-49f0-b33e-cbc3f24bed99,2026-03-27 17:37:47,5000068,4000013,2000006,True,88.19,225.65
6e813862-5a7b-4cf3-affc-cf4fbb781563,2026-03-27 17:37:47,5000069,4000013,2000021,True,141.2,166.15
223d75cc-9ae1-4cb2-8343-84cb125ec02d,2026-03-27 17:37:47,5000070,4000014,2000050,True,169.24,291.58
025dee95-21fc-409c-bdf9-48f39326f140,2026-03-27 17:37:47,5000071,4000014,2000031,True,108.54,91.21
825f863f-9379-407f-baeb-73f6d3be419d,2026-03-27 17:37:47,5000072,4000014,2000060,True,189.35,157.3
a6866f05-b1e2-48ec-9b95-1eb85beacb62,2026-03-27 17:37:47,5000073,4000014,2000028,True,187.14,285.64
1f57d5e2-e1ac-402d-b88c-12a66d5ea49b,2026-03-27 17:37:47,5000074,4000014,2000014,True,188.8,138.66
289cc4cc-f393-4071-ae11-9f3264b22ef7,2026-03-27 17:37:47,5000075,4000014,2000010,True,194.18,289.73
bff97843-e8e8-4f77-b687-916a6c6ecc7d,2026-03-27 17:37:47,5000076,4000014,2000007,True,172.29,282.35
5ebd12eb-473c-456b-8b83-b138fc495018,2026-03-27 17:37:47,5000077,4000015,2000050,True,181.6,86.19
9526d44e-36bb-481e-bde6-123011080aa6,2026-03-27 17:37:47,5000078,4000015,2000040,True,168.37,22.2
f67b3060-a423-4cfb-893c-2c90fe619217,2026-03-27 17:37:47,5000079,4000015,2000047,True,210.45,279.7
d7207a24-0097-4460-82af-9bb5bfd81146,2026-03-27 17:37:47,5000080,4000015,2000016,True,134.58,104.25
47f07503-668d-4f95-87b8-17ed2796e81e,2026-03-27 17:37:47,5000081,4000016,2000005,True,128.07,279.42
7586b13a-714a-4355-91d0-6458fd966d0e,2026-03-27 17:37:47,5000082,4000016,2000036,True,197.46,138.26
68e1deac-515f-45b3-a6cd-dc030f2cf8da,2026-03-27 17:37:47,5000083,4000016,2000056,True,207.88,48.11
7d0f1fd3-12a6-44b0-a1d8-94560d747551,2026-03-27 17:37:47,5000084,4000016,2000006,True,89.06,93.07
3d0b073b-7a9d-4e26-bfb8-3da61a506ea3,2026-03-27 17:37:47,5000085,4000016,2000053,True,114.25,137.84
a94af712-bab3-4bf0-add2-69217c507758,2026-03-27 17:37:47,5000086,4000016,2000050,True,188.28,173.36
0236bca2-5ac7-4d6a-858b-1815b54a0766,2026-03-27 17:37:47,5000087,4000016,2000032,True,110.53,214.66
23aec72a-3ec6-4dd9-b6c1-249082f843b9,2026-03-27 17:37:47,5000088,4000016,2000031,True,115.29,199.58
7013f3ef-098e-45ff-a7e1-d2c6c7da4117,2026-03-27 17:37:47,5000089,4000017,2000032,True,120.67,109.43
b636542e-614a-4751-9199-36f59a993638,2026-03-27 17:37:47,5000090,4000017,2000017,True,286.13,225.85
31939390-52ed-4810-8bd8-170ca951fdd1,2026-03-27 17:37:47,5000091,4000017,2000053,True,118.86,212.49
e4a7e517-614d-4091-b279-61468160f1cf,2026-03-27 17:37:47,5000092,4000018,2000003,True,160.37,292.76
ab8c12df-cc9e-4c30-9ef5-df0f92a8f648,2026-03-27 17:37:47,5000093,4000018,2000030,True,178.54,216.35
5710aa5b-d9c3-4e4f-8ae1-803485a5bcf7,2026-03-27 17:37:47,5000094,4000019,2000056,True,204.53,158.36
557c0250-bd69-4489-a840-ce334098f1fe,2026-03-27 17:37:47,5000095,4000019,2000059,True,214.48,76.88
5c24c115-e2c3-4c78-84c1-0c88f5df4c59,2026-03-27 17:37:47,5000096,4000020,2000037,True,98.38,93.3
9f2ac623-e587-4ccd-9c33-47aad6186a05,2026-03-27 17:37:47,5000097,4000020,2000025,True,109.24,274.05
bdfd84b1-923a-4688-9c2e-9b0bf336882b,2026-03-27 17:37:47,5000098,4000020,2000027,True,79.01,211.59
dde9816f-2312-4ab9-a8ce-6470808accb1,2026-03-27 17:37:47,5000099,4000020,2000012,True,146.73,22.89
df01b962-e3d3-4078-8ab6-48c095646223,2026-03-27 17:37:47,5000100,4000020,2000063,True,108.49,110.51
0d331b3a-c5d1-473b-ba6d-0b7f4bd76a21,2026-03-27 17:37:47,5000101,4000020,2000051,True,114.97,212.32
45b9f09f-2afc-4f85-9c05-1b6173ae2254,2026-03-27 17:37:47,5000102,4000020,2000010,True,195.27,218.37
c41e441f-2140-4f75-bf14-ea532c3283be,2026-03-27 17:37:47,5000103,4000020,2000002,True,144.13,91.74
3e213ba8-fb25-467f-8a3f-1ffbac06e04b,2026-03-27 17:37:47,5000104,4000021,2000049,True,144.52,269.82
ef027b2f-789e-4deb-b325-7696f2346a8b,2026-03-27 17:37:47,5000105,4000021,2000039,True,109.05,70.22
9e8522d9-064d-4b23-ad7c-b182612f750b,2026-03-27 17:37:47,5000106,4000021,2000063,True,109.3,158.0
fe778023-2a18-42e7-8736-8253589a9563,2026-03-27 17:37:47,5000107,4000021,2000026,True,178.27,151.06
e010603f-f145-46e1-97e6-48a8bddacbd9,2026-03-27 17:37:47,5000108,4000021,2000043,True,130.9,218.87
9ab47385-ef63-4d5f-8acb-d6734754ad9f,2026-03-27 17:37:47,5000109,4000021,2000024,True,113.97,92.91
63562698-f2b9-42cf-b90e-638ef396466e,2026-03-27 17:37:47,5000110,4000022,2000034,True,239.86,157.56
7c264364-c6dc-41ce-9074-876f6577e408,2026-03-27 17:37:47,5000111,4000022,2000041,True,218.55,175.59
3a17c711-29f3-493a-bab7-2b1dc9cc451f,2026-03-27 17:37:47,5000112,4000022,2000028,True,207.16,198.26
9508f24d-be28-40c7-ba7c-82c3fc4fa081,2026-03-27 17:37:47,5000113,4000022,2000058,True,67.6,72.9
e2cf3109-ff69-4a91-b533-cca5b6d71ee2,2026-03-27 17:37:47,5000114,4000022,2000011,True,192.76,71.28
0a2bf111-36b9-4933-9f3d-ff52fb7e8d26,2026-03-27 17:37:47,5000115,4000022,2000021,True,129.7,65.8
0def8ea3-1784-431a-b0c4-eaf31ceacc32,2026-03-27 17:37:47,5000116,4000023,2000019,True,80.22,77.05
62b2aff4-9a33-4ca5-a1ab-11ab2c342f84,2026-03-27 17:37:47,5000117,4000023,2000016,True,119.53,253.79
eca9efa2-1881-4866-a64d-b0be3a95da89,2026-03-27 17:37:47,5000118,4000024,2000032,True,118.15,268.46
62960742-5216-4423-86fd-795be9ce52ab,2026-03-27 17:37:47,5000119,4000024,2000064,True,132.92,210.77
823738f1-bd39-416d-9869-4fa7a580060c,2026-03-27 17:37:47,5000120,4000025,2000001,True,158.7,110.98
03e44081-7638-43d5-ba44-b41a463e603f,2026-03-27 17:37:47,5000121,4000025,2000043,True,148.26,225.61
50af85cb-9ba3-464b-9cfb-9ccf62a6672c,2026-03-27 17:37:47,5000122,4000025,2000063,True,126.8,179.36
3d840cfa-84ad-4b1f-ae36-d595af6fff05,2026-03-27 17:37:47,5000123,4000025,2000003,True,140.65,33.63
0a850385-7ae3-4f97-8371-3220b34ccda6,2026-03-27 17:37:47,5000124,4000025,2000042,True,166.66,110.49
7d10c3b8-2378-4528-b72b-72ab4f8f9209,2026-03-27 17:37:47,5000125,4000025,2000040,True,155.82,39.8
7a70b897-822f-451f-8463-dd045d65cc05,2026-03-27 17:37:47,5000126,4000026,2000027,True,88.03,63.16
8ecbed56-139e-494e-be84-36d3b00c2afb,2026-03-27 17:37:47,5000127,4000026,2000021,True,125.44,244.31
1d575201-1ba3-4802-9fbc-d9ff7bedcbb8,2026-03-27 17:37:47,5000128,4000026,2000025,True,111.65,278.08
bae43624-e3e5-4ea5-a13a-282c2432639f,2026-03-27 17:37:47,5000129,4000026,2000050,True,194.27,188.98
bad8bc74-936f-4609-a95b-53a5f2d60d4f,2026-03-27 17:37:47,5000130,4000026,2000026,True,178.97,46.91
898d5f9d-742b-4f10-8025-e1e2971e8032,2026-03-27 17:37:47,5000131,4000026,2000019,True,80.5,75.96
e7291742-7bc8-4810-90d7-1cc90451fe15,2026-03-27 17:37:47,5000132,4000026,2000042,True,160.54,128.67
d4d93cb0-49a4-4bcb-8e67-a51818450259,2026-03-27 17:37:47,5000133,4000026,2000049,True,148.56,188.1
6f4414fb-0b2e-45a8-a1a6-2b746123552a,2026-03-27 17:37:47,5000134,4000027,2000029,True,107.22,42.17
f61415a6-4a2b-4375-9adc-33397aaa8d03,2026-03-27 17:37:47,5000135,4000027,2000020,True,332.42,104.11
2ba3729a-5d88-438a-b4af-d8454447b1db,2026-03-27 17:37:47,5000136,4000027,2000064,True,159.59,211.61
1df33e45-5b61-48e2-99bd-b64a66875a8d,2026-03-27 17:37:47,5000137,4000027,2000011,True,202.62,89.62
ab04c264-b36f-4b1f-b224-4052fac6e1d8,2026-03-27 17:37:47,5000138,4000027,2000038,True,86.64,179.19
eb29fe3a-f8f0-4751-a474-7ee1b5057979,2026-03-27 17:37:47,5000139,4000028,2000011,True,220.28,149.61
df0a2e1a-5558-4e76-99eb-885c78d67bd6,2026-03-27 17:37:47,5000140,4000028,2000065,True,172.18,256.01
d2ae2295-137b-445d-bdbb-7d61ff992779,2026-03-27 17:37:47,5000141,4000028,2000003,True,135.95,136.55
6ba85613-cf88-45dd-8352-f78cd9752c21,2026-03-27 17:37:47,5000142,4000028,2000015,True,151.81,107.9
e83109ed-b141-4eb6-be10-252c63ca3c5a,2026-03-27 17:37:47,5000143,4000029,2000034,True,226.61,25.02
7dab7bd4-3d45-4360-b08b-37a7ae26ff1c,2026-03-27 17:37:47,5000144,4000029,2000014,True,191.72,23.73
6210e398-8b64-4625-99d2-34209f2ee9ca,2026-03-27 17:37:47,5000145,4000030,2000051,True,103.18,73.42
f71132c0-09c3-45af-950a-378988bd33a5,2026-03-27 17:37:47,5000146,4000030,2000039,True,126.68,214.89
02c23d33-9c56-4c36-8f18-278d1b016869,2026-03-27 17:37:47,5000147,4000030,2000012,True,139.13,27.51
307b5579-9c64-4717-8746-6857ac7868ea,2026-03-27 17:37:47,5000148,4000030,2000017,True,286.28,60.64
549547bf-9aa8-4bdf-a14d-9f82412df87d,2026-03-27 17:37:47,5000149,4000031,2000020,True,312.65,260.74
25ac7623-9ca4-4786-b0c6-12ee19c03ed8,2026-03-27 17:37:47,5000150,4000031,2000057,True,135.87,76.37
24fbc9aa-32dd-44d8-9a3b-09fea8c16852,2026-03-27 17:37:47,5000151,4000031,2000063,True,118.18,253.47
1bb6f58f-97d6-4849-9096-b1e09b195be4,2026-03-27 17:37:47,5000152,4000032,2000005,True,127.54,167.93
0359aca5-79b9-45df-8a08-7fd2a79f2196,2026-03-27 17:37:47,5000153,4000032,2000063,True,114.9,108.44
bc23d6ce-d27c-444e-99b8-c9945aec3b44,2026-03-27 17:37:47,5000154,4000032,2000052,True,168.57,270.01
6d4c78bb-e18e-4954-a4cb-f1bf1dc939df,2026-03-27 17:37:47,5000155,4000032,2000030,True,186.44,152.53
7d42c122-df0f-4d75-9e57-2a0c64ba32a0,2026-03-27 17:37:47,5000156,4000033,2000030,True,176.12,102.15
0c5b3629-d107-4ee7-b27e-367c7ce2e75b,2026-03-27 17:37:47,5000157,4000033,2000065,True,169.85,288.74
3de72eaa-0882-44f8-a1cb-4c2c2af3ef9d,2026-03-27 17:37:47,5000158,4000033,2000029,True,114.72,208.47
d039470e-be47-4ea2-a9dd-a4b9bcbbb7a8,2026-03-27 17:37:47,5000159,4000033,2000044,True,208.05,242.87
a6e85683-d07b-4950-8dc9-e5d8e8491dfd,2026-03-27 17:37:47,5000160,4000033,2000060,True,196.81,256.47
00284c5e-6c86-470f-9448-2678e03768bb,2026-03-27 17:37:47,5000161,4000034,2000039,True,116.28,93.03
91070952-10e6-412f-bd7f-95c9d5d1ae52,2026-03-27 17:37:47,5000162,4000034,2000031,True,113.51,68.92
94c24581-3bf7-48e0-8b37-490f88dc336d,2026-03-27 17:37:47,5000163,4000034,2000027,True,86.57,160.97
245b67ac-349f-45bb-ab9c-ee97f951cc8c,2026-03-27 17:37:47,5000164,4000034,2000007,True,170.07,114.57
c49364e3-53a5-4e54-84af-dd299872d3a6,2026-03-27 17:37:47,5000165,4000034,2000003,True,137.89,83.47
ce2f5846-5e22-4172-ba25-79ea32f31569,2026-03-27 17:37:47,5000166,4000035,2000014,True,205.17,292.9
d6d1ed1b-41c6-40a6-92d8-0c947901a280,2026-03-27 17:37:47,5000167,4000035,2000007,True,169.3,190.7
a530f0ad-c0ed-4d15-afd7-1d433807853a,2026-03-27 17:37:47,5000168,4000035,2000060,True,198.88,48.52
26efeddc-92f4-4fb2-9652-f272c9b0256b,2026-03-27 17:37:47,5000169,4000035,2000061,True,164.91,162.05
94efeb88-381d-4842-874f-71059abea673,2026-03-27 17:37:47,5000170,4000035,2000029,True,101.04,53.06
6bedbe0a-e228-4c12-8d67-badcac5870b2,2026-03-27 17:37:47,5000171,4000035,2000052,True,173.54,121.26
2ee6ac5d-03f1-4b51-8ccf-f83db605cf3a,2026-03-27 17:37:47,5000172,4000035,2000030,True,197.67,218.29
2a140940-2e71-47db-acd2-e9de201319f7,2026-03-27 17:37:47,5000173,4000035,2000054,True,149.26,159.55
efb69dcb-36f7-4fe0-9b3c-2f5d05fa6e7a,2026-03-27 17:37:47,5000174,4000036,2000061,True,163.13,43.87
4c06af3f-66f2-4e8c-9f3a-1cdb3721e94c,2026-03-27 17:37:47,5000175,4000036,2000044,True,194.31,231.36
cdf23416-226b-4742-8e00-5c47cb312a02,2026-03-27 17:37:47,5000176,4000036,2000037,True,99.76,206.2
8156b7c1-b48a-491a-b9b7-21a3e2b98c3f,2026-03-27 17:37:47,5000177,4000037,2000047,True,194.11,39.48
e80944ab-8fd0-4224-bd85-958a92679de3,2026-03-27 17:37:47,5000178,4000037,2000004,True,269.32,132.46
f0de607e-5ec8-47c1-b800-b7a29321be19,2026-03-27 17:37:47,5000179,4000037,2000029,True,113.47,141.54
d9aa7f46-23f2-4f58-b147-2cdee157125d,2026-03-27 17:37:47,5000180,4000037,2000010,True,183.83,30.39
da9ba293-765e-47a0-9a71-74f0f9b653c5,2026-03-27 17:37:47,5000181,4000037,2000050,True,194.92,62.27
9e9fc23a-1f97-4975-a369-b2aef9d27924,2026-03-27 17:37:47,5000182,4000037,2000001,True,148.23,293.77
bed805d6-eb17-4dd2-b65d-ca8a447f317e,2026-03-27 17:37:47,5000183,4000037,2000046,True,100.95,243.74
6b12a662-9eb3-418d-aba4-72dc50b233c5,2026-03-27 17:37:47,5000184,4000037,2000052,True,197.02,292.35
c35b6d70-163a-479b-9d20-c40fb6a7b5e3,2026-03-27 17:37:47,5000185,4000038,2000052,True,197.43,194.82
413f982e-dfc2-4f4d-a97a-c02b2ff20776,2026-03-27 17:37:47,5000186,4000038,2000058,True,69.93,143.8
55b76778-ca7f-4b17-8746-5e2021c99074,2026-03-27 17:37:47,5000187,4000038,2000027,True,78.63,247.31
3b393586-ffa0-42cc-9648-a0786e9de02a,2026-03-27 17:37:47,5000188,4000039,2000028,True,201.11,64.81
2a3a150b-0510-4d39-a10d-3081850ecf3a,2026-03-27 17:37:47,5000189,4000039,2000012,True,134.61,243.05
d1cd952e-5279-498e-aba5-a994e78fc76c,2026-03-27 17:37:47,5000190,4000039,2000040,True,173.24,87.58
1607e63b-267b-4fc5-91d2-786129c8b2ca,2026-03-27 17:37:47,5000191,4000039,2000044,True,209.55,223.42
372326eb-ecc3-43d6-9cd6-fc37315d317c,2026-03-27 17:37:47,5000192,4000040,2000039,True,126.44,296.92
8ecf3f8b-4d4f-47f4-a17a-25022761146c,2026-03-27 17:37:47,5000193,4000040,2000001,True,147.98,270.41
dc64aca1-ce12-43de-99cb-0a2c0ae15f3c,2026-03-27 17:37:47,5000194,4000040,2000059,True,231.87,169.32
a36c2ed8-02fd-48f1-8298-72aab8301aeb,2026-03-27 17:37:47,5000195,4000040,2000044,True,202.78,118.09
ece4e2a4-b20d-4216-bdcc-ce544b28a8dc,2026-03-27 17:37:47,5000196,4000040,2000031,True,105.3,239.74
718e86e4-f785-4c55-af54-f779216d2136,2026-03-27 17:37:47,5000197,4000041,2000013,True,218.68,138.97
b788c754-d839-4c97-bdae-18aaef67d529,2026-03-27 17:37:47,5000198,4000041,2000019,True,76.76,80.14
2673fd61-2283-44b1-8332-dc3ac50944dd,2026-03-27 17:37:47,5000199,4000041,2000055,True,137.48,209.51
f9b56048-5c76-4974-a778-cc1d4d37d174,2026-03-27 17:37:47,5000200,4000041,2000053,True,122.23,176.51
0a84e2bd-a3fc-416e-84be-44a1ef544565,2026-03-27 17:37:47,5000201,4000041,2000011,True,221.82,264.16
70048529-7c77-4daa-aa76-cb3c2466ce06,2026-03-27 17:37:47,5000202,4000042,2000017,True,288.03,168.16
d2047847-e108-4c2e-8500-e3c2ce9192bd,2026-03-27 17:37:47,5000203,4000042,2000063,True,120.95,147.52
3b8d17cc-5ce3-4aae-9875-42c4371c07fc,2026-03-27 17:37:47,5000204,4000042,2000046,True,84.26,63.92
8010e82b-d982-4a6e-a9b9-d0878d6ced97,2026-03-27 17:37:47,5000205,4000042,2000030,True,191.56,278.08
d4de859a-fb55-4b7f-85ee-f6f7ee9fe8d0,2026-03-27 17:37:47,5000206,4000042,2000009,True,198.36,258.65
5a5e8648-b756-4150-b32d-449a2515f17a,2026-03-27 17:37:47,5000207,4000042,2000064,True,135.27,123.48
380787a6-ace2-4437-a8ed-d87a525149e4,2026-03-27 17:37:47,5000208,4000043,2000054,True,152.71,80.36
f20bf540-23a6-4520-844f-a33feab6b7ce,2026-03-27 17:37:47,5000209,4000043,2000007,True,170.45,156.86
956b1fbb-b9bb-4865-bfc7-f76dd1bdc3fe,2026-03-27 17:37:47,5000210,4000043,2000040,True,157.99,117.62
b93920cd-0113-4aa3-83d0-701ecb8b9d5c,2026-03-27 17:37:47,5000211,4000044,2000018,True,313.48,206.82
85be80ec-f84a-407e-9eff-d2d1fade1867,2026-03-27 17:37:47,5000212,4000044,2000065,True,152.36,223.8
68b7f85e-70d6-479b-a60c-01a544013dc2,2026-03-27 17:37:47,5000213,4000044,2000059,True,208.65,194.94
93838650-66ee-491f-a814-e6d3b2bafe08,2026-03-27 17:37:47,5000214,4000045,2000012,True,155.57,106.48
ff7acdb8-3af8-49da-96cd-15ee16c8d5bb,2026-03-27 17:37:47,5000215,4000045,2000022,True,141.69,200.3
427f75c2-46de-40ed-b165-4da26c58c135,2026-03-27 17:37:47,5000216,4000045,2000046,True,85.19,287.45
8ef9d4c9-1203-415b-a1c8-ff391c6ab960,2026-03-27 17:37:47,5000217,4000045,2000002,True,139.03,232.13
0df54252-46a4-4055-87e7-6430ff782b4c,2026-03-27 17:37:47,5000218,4000045,2000037,True,111.41,166.09
b9c925d4-6c21-48f0-8646-b774bfd7c2ec,2026-03-27 17:37:47,5000219,4000045,2000041,True,210.9,160.74
a19738fe-2148-4734-9421-1c42e4e5be3c,2026-03-27 17:37:47,5000220,4000045,2000051,True,100.72,204.31
646ba8aa-3f04-45c6-8c13-228995e35366,2026-03-27 17:37:47,5000221,4000046,2000042,True,160.28,136.18
3558608e-da62-4812-937d-19fd9f74d710,2026-03-27 17:37:47,5000222,4000046,2000052,True,196.45,108.87
dd30722d-b68e-426b-9a01-56ecb8bb5199,2026-03-27 17:37:47,5000223,4000046,2000038,True,83.79,52.1
55c84a28-9a42-4f77-9340-53691a958537,2026-03-27 17:37:47,5000224,4000046,2000003,True,137.48,67.08
