_dataorbit_sync_id,_dataorbit_synced_at,id,entity_id,tran_date,due_date,total,amount_remaining,status,line_items,last_modified_date
34f263df-cc02-47dc-9eb2-15467faaa782,2026-03-27 17:33:21,NS-INV-0000031,NS-CUST-000047,2025-03-05,2025-04-19,128846.3,0.0,Paid In Full,"[{""item"":""Agency Services"",""description"":""Bright Digital 47 - Growth Project"",""quantity"":730.3,""rate"":176.43,""amount"":128846.3}]",2025-10-13 20:33:49
1e92f706-e912-425e-9bb3-a8b189d075b1,2026-03-27 17:33:21,NS-INV-0000032,NS-CUST-000048,2025-06-28,2025-08-27,91616.76,11410.33,Open,"[{""item"":""Agency Services"",""description"":""Blue Labs 48 - Campaign Project"",""quantity"":527.47,""rate"":173.69,""amount"":91616.76}]",2024-07-11 04:47:22
ca4bd9dc-c541-45dc-970d-5019f9a6ba20,2026-03-27 17:33:21,NS-INV-0000033,NS-CUST-000050,2024-09-12,2024-10-12,88881.87,0.0,Paid In Full,"[{""item"":""Agency Services"",""description"":""Nova Capital 50 - Retainer Project"",""quantity"":575.44,""rate"":154.46,""amount"":88881.87}]",2024-05-29 13:46:28
1a02a79c-db6d-4031-946d-a78458b82a35,2026-03-27 17:33:21,NS-INV-0000034,NS-CUST-000054,2025-06-21,2025-07-06,46828.81,0.0,Paid In Full,"[{""item"":""Agency Services"",""description"":""Blue Retail 54 - Growth Project"",""quantity"":190.71,""rate"":245.55,""amount"":46828.81}]",2025-10-17 07:46:37
a347f2b5-ae6b-4b83-bd6a-9238a646b0bc,2026-03-27 17:33:21,NS-INV-0000035,NS-CUST-000054,2025-06-13,2025-07-28,8105.77,1265.51,Open,"[{""item"":""Agency Services"",""description"":""Blue Retail 54 - Retainer Project"",""quantity"":36.83,""rate"":220.06,""amount"":8105.77}]",2025-09-12 16:08:07
ae7394af-1f6d-468a-9bc2-7c3b4e824d53,2026-03-27 17:33:21,NS-INV-0000036,NS-CUST-000055,2026-04-27,2026-06-26,22781.25,17169.09,Partially Paid,"[{""item"":""Agency Services"",""description"":""Nova Capital 55 - Campaign Project"",""quantity"":98.91,""rate"":230.32,""amount"":22781.25}]",2025-12-21 21:39:08
d8b67a23-5bbc-4bc1-b923-f58e57a05996,2026-03-27 17:33:21,NS-INV-0000037,NS-CUST-000055,2025-03-29,2025-05-13,76619.86,42195.44,Partially Paid,"[{""item"":""Agency Services"",""description"":""Nova Capital 55 - Rebuild Project"",""quantity"":433.59,""rate"":176.71,""amount"":76619.86}]",2024-06-07 05:45:52
1bd45a15-aba1-4cb2-881c-d63ff282f21d,2026-03-27 17:33:21,NS-INV-0000038,NS-CUST-000061,2026-02-08,2026-03-25,83839.17,0.0,Paid In Full,"[{""item"":""Agency Services"",""description"":""Blue Labs 61 - Growth Project"",""quantity"":612.95,""rate"":136.78,""amount"":83839.17}]",2024-12-25 06:48:29
83975856-682c-44cb-9bad-8be31564748d,2026-03-27 17:33:21,NS-INV-0000039,NS-CUST-000061,2026-04-18,2026-06-17,33426.11,0.0,Paid In Full,"[{""item"":""Agency Services"",""description"":""Blue Labs 61 - Growth Project"",""quantity"":151.92,""rate"":220.02,""amount"":33426.11}]",2025-11-22 16:42:20
119f5f56-cdb8-4203-bbde-fb1a8b426eed,2026-03-27 17:33:21,NS-INV-0000040,NS-CUST-000062,2025-12-04,2026-02-02,5868.1,2401.17,Open,"[{""item"":""Agency Services"",""description"":""Nova Retail 62 - Retainer Project"",""quantity"":42.55,""rate"":137.91,""amount"":5868.1}]",2025-03-21 22:59:28
5aa09336-8882-4795-89bf-35623438c1ce,2026-03-27 17:33:21,NS-INV-0000041,NS-CUST-000063,2025-09-05,2025-10-05,29987.63,0.0,Paid In Full,"[{""item"":""Agency Services"",""description"":""Nova Labs 63 - Rebuild Project"",""quantity"":217.4,""rate"":137.94,""amount"":29987.63}]",2024-05-17 20:47:57
dee9524a-95d4-41ac-8449-c95dcfa43343,2026-03-27 17:33:21,NS-INV-0000042,NS-CUST-000064,2024-08-21,2024-09-05,22904.15,15986.84,Open,"[{""item"":""Agency Services"",""description"":""Blue Health 64 - Campaign Project"",""quantity"":142.46,""rate"":160.78,""amount"":22904.15}]",2025-04-14 09:17:49
6ccf98ba-77b9-44ca-9807-d1f2bff22eb8,2026-03-27 17:33:21,NS-INV-0000043,NS-CUST-000066,2026-07-11,2026-09-09,9082.9,3949.18,Partially Paid,"[{""item"":""Agency Services"",""description"":""Prime Retail 66 - Campaign Project"",""quantity"":47.84,""rate"":189.87,""amount"":9082.9}]",2025-08-04 10:51:35
65bbe7c1-3cf9-4cc7-8140-3f328028f32e,2026-03-27 17:33:21,NS-INV-0000044,NS-CUST-000066,2025-04-09,2025-05-09,15083.07,6138.63,Partially Paid,"[{""item"":""Agency Services"",""description"":""Prime Retail 66 - Growth Project"",""quantity"":98.09,""rate"":153.77,""amount"":15083.07}]",2025-10-20 20:01:27
c8142c6e-8dc7-4e35-946d-35a37f34882a,2026-03-27 17:33:21,NS-INV-0000045,NS-CUST-000066,2025-06-18,2025-08-02,20928.79,0.0,Paid In Full,"[{""item"":""Agency Services"",""description"":""Prime Retail 66 - Rebuild Project"",""quantity"":137.52,""rate"":152.19,""amount"":20928.79}]",2024-08-26 22:24:05
2919ab2f-07a2-4eac-b4ed-7a2b6ce1185f,2026-03-27 17:33:21,NS-INV-0000046,NS-CUST-000067,2026-05-06,2026-05-21,52813.72,27701.01,Open,"[{""item"":""Agency Services"",""description"":""Nova Health 67 - Growth Project"",""quantity"":217.14,""rate"":243.22,""amount"":52813.72}]",2025-02-16 23:45:05
2868e040-6845-494c-af71-682785902c1b,2026-03-27 17:33:21,NS-INV-0000047,NS-CUST-000070,2025-11-12,2025-12-27,90235.79,0.0,Paid In Full,"[{""item"":""Agency Services"",""description"":""North Capital 70 - Growth Project"",""quantity"":362.64,""rate"":248.83,""amount"":90235.79}]",2026-01-04 03:01:09
959c6ec9-edb7-4548-aebd-cfbe70d9b350,2026-03-27 17:33:21,NS-INV-0000048,NS-CUST-000071,2025-12-15,2026-02-13,39964.86,22423.54,Open,"[{""item"":""Agency Services"",""description"":""Bright Digital 71 - Growth Project"",""quantity"":168.6,""rate"":237.04,""amount"":39964.86}]",2025-05-23 08:02:56
d1c50489-56a3-4f56-91e9-95c75d25bd39,2026-03-27 17:33:21,NS-INV-0000049,NS-CUST-000071,2024-08-20,2024-10-19,67450.97,0.0,Paid In Full,"[{""item"":""Agency Services"",""description"":""Bright Digital 71 - Rebuild Project"",""quantity"":535.5,""rate"":125.96,""amount"":67450.97}]",2025-09-20 01:43:55
b7e106f6-2a52-4285-9b00-0f9d73350697,2026-03-27 17:33:21,NS-INV-0000050,NS-CUST-000071,2025-12-16,2026-01-15,28776.1,6471.49,Partially Paid,"[{""item"":""Agency Services"",""description"":""Bright Digital 71 - Retainer Project"",""quantity"":189.45,""rate"":151.89,""amount"":28776.1}]",2024-08-04 08:08:45
9dfa06b6-08a0-402e-a01c-93763c1467dd,2026-03-27 17:33:21,NS-INV-0000051,NS-CUST-000072,2026-02-26,2026-04-27,31911.47,0.0,Paid In Full,"[{""item"":""Agency Services"",""description"":""Bright Health 72 - Rebuild Project"",""quantity"":230.37,""rate"":138.52,""amount"":31911.47}]",2024-04-16 15:24:14
389b4bb4-2771-41f0-a211-4fa4d7876354,2026-03-27 17:33:21,NS-INV-0000052,NS-CUST-000075,2025-04-08,2025-05-23,58703.8,38437.79,Partially Paid,"[{""item"":""Agency Services"",""description"":""Blue Digital 75 - Retainer Project"",""quantity"":305.89,""rate"":191.91,""amount"":58703.8}]",2025-11-28 08:05:09
260f57b4-6da5-4bee-b673-857a502bbcff,2026-03-27 17:33:21,NS-INV-0000053,NS-CUST-000078,2025-05-28,2025-06-27,51173.09,37249.43,Partially Paid,"[{""item"":""Agency Services"",""description"":""North Digital 78 - Growth Project"",""quantity"":369.45,""rate"":138.51,""amount"":51173.09}]",2024-03-31 00:54:20
48101b81-9f3b-46a6-b286-bcb5e696f472,2026-03-27 17:33:21,NS-INV-0000054,NS-CUST-000078,2024-09-17,2024-10-17,30953.6,0.0,Paid In Full,"[{""item"":""Agency Services"",""description"":""North Digital 78 - Rebuild Project"",""quantity"":160.22,""rate"":193.2,""amount"":30953.6}]",2024-04-10 18:19:18
8f68b059-c3b2-4fb3-8ea0-daf6972d1412,2026-03-27 17:33:21,NS-INV-0000055,NS-CUST-000084,2025-10-02,2025-11-16,51225.33,11336.83,Open,"[{""item"":""Agency Services"",""description"":""Bright Labs 84 - Rebuild Project"",""quantity"":243.3,""rate"":210.54,""amount"":51225.33}]",2024-04-11 12:50:19
31a9436a-d18a-4354-8564-09a07290c4fa,2026-03-27 17:33:21,NS-INV-0000056,NS-CUST-000085,2026-04-05,2026-05-20,79139.86,16978.6,Open,"[{""item"":""Agency Services"",""description"":""Blue Retail 85 - Growth Project"",""quantity"":532.03,""rate"":148.75,""amount"":79139.86}]",2025-11-02 04:30:45
acd18617-7c32-4f87-b922-bc4fffd9db4b,2026-03-27 17:33:21,NS-INV-0000057,NS-CUST-000086,2024-08-28,2024-10-12,41814.32,0.0,Paid In Full,"[{""item"":""Agency Services"",""description"":""Prime Health 86 - Rebuild Project"",""quantity"":194.7,""rate"":214.76,""amount"":41814.32}]",2026-01-07 20:36:52
c345c213-f289-435e-aabe-d4ed722c2d8b,2026-03-27 17:33:21,NS-INV-0000058,NS-CUST-000087,2026-06-08,2026-06-23,69781.06,38449.96,Partially Paid,"[{""item"":""Agency Services"",""description"":""Bright Capital 87 - Campaign Project"",""quantity"":408.22,""rate"":170.94,""amount"":69781.06}]",2024-11-05 05:44:50
9951a3cd-59b0-4050-8840-c703959318a0,2026-03-27 17:33:21,NS-INV-0000059,NS-CUST-000089,2025-06-16,2025-07-16,97936.05,0.0,Paid In Full,"[{""item"":""Agency Services"",""description"":""Prime Labs 89 - Rebuild Project"",""quantity"":486.52,""rate"":201.3,""amount"":97936.05}]",2024-07-18 17:39:35
7cba9fa0-12f2-4777-9b75-ebafe8b62c3b,2026-03-27 17:33:21,NS-INV-0000060,NS-CUST-000090,2026-05-07,2026-06-06,85029.39,20492.45,Open,"[{""item"":""Agency Services"",""description"":""Nova Retail 90 - Retainer Project"",""quantity"":471.47,""rate"":180.35,""amount"":85029.39}]",2025-12-13 08:29:41
e7029aab-ab6c-47c7-8289-a364e2fa59ed,2026-03-27 17:33:21,NS-INV-0000061,NS-CUST-000090,2026-01-02,2026-01-17,109258.08,15467.88,Partially Paid,"[{""item"":""Agency Services"",""description"":""Nova Retail 90 - Growth Project"",""quantity"":533.7,""rate"":204.72,""amount"":109258.08}]",2024-05-04 18:10:31
4c177e02-2070-4b64-a2c4-b8eb631a14aa,2026-03-27 17:33:21,NS-INV-0000062,NS-CUST-000091,2025-06-04,2025-07-19,53606.78,25180.4,Partially Paid,"[{""item"":""Agency Services"",""description"":""Prime Labs 91 - Retainer Project"",""quantity"":368.68,""rate"":145.4,""amount"":53606.78}]",2024-06-23 15:51:45
03a15822-5545-4d84-964f-6102d7dbae99,2026-03-27 17:33:21,NS-INV-0000063,NS-CUST-000094,2025-07-31,2025-09-29,76451.84,39915.68,Partially Paid,"[{""item"":""Agency Services"",""description"":""Nova Capital 94 - Rebuild Project"",""quantity"":634.56,""rate"":120.48,""amount"":76451.84}]",2025-07-09 03:08:14
27e61f3d-885a-48b0-aa48-cbf12bb4516a,2026-03-27 17:33:21,NS-INV-0000064,NS-CUST-000100,2026-05-15,2026-06-14,102349.84,26272.11,Partially Paid,"[{""item"":""Agency Services"",""description"":""Bright Labs 100 - Rebuild Project"",""quantity"":428.87,""rate"":238.65,""amount"":102349.84}]",2024-10-04 15:03:40
97c14f25-f97a-4313-a653-4739eb7fb97c,2026-03-27 17:33:21,NS-INV-0000065,NS-CUST-000101,2025-12-03,2026-01-02,60316.25,24866.91,Partially Paid,"[{""item"":""Agency Services"",""description"":""Prime Digital 101 - Rebuild Project"",""quantity"":377.78,""rate"":159.66,""amount"":60316.25}]",2025-05-30 05:59:35
63641519-5463-4946-aabe-a55686a16e35,2026-03-27 17:33:21,NS-INV-0000066,NS-CUST-000105,2024-07-26,2024-08-10,59421.79,12166.99,Partially Paid,"[{""item"":""Agency Services"",""description"":""Bright Labs 105 - Growth Project"",""quantity"":257.57,""rate"":230.7,""amount"":59421.79}]",2025-03-10 05:55:03
c48f82ac-6868-4376-8895-99b2216c6b9d,2026-03-27 17:33:21,NS-INV-0000067,NS-CUST-000105,2026-01-26,2026-02-10,58925.23,0.0,Paid In Full,"[{""item"":""Agency Services"",""description"":""Bright Labs 105 - Rebuild Project"",""quantity"":303.3,""rate"":194.28,""amount"":58925.23}]",2026-03-05 08:46:08
d166699f-35d9-4363-8062-9c81c0bca149,2026-03-27 17:33:21,NS-INV-0000068,NS-CUST-000106,2025-04-22,2025-06-21,31345.23,8608.41,Open,"[{""item"":""Agency Services"",""description"":""North Digital 106 - Retainer Project"",""quantity"":181.02,""rate"":173.16,""amount"":31345.23}]",2025-12-15 12:46:47
5e63e701-8e22-4906-a5df-6dcf520e9966,2026-03-27 17:33:21,NS-INV-0000069,NS-CUST-000106,2024-12-18,2025-01-17,63345.54,43307.25,Partially Paid,"[{""item"":""Agency Services"",""description"":""North Digital 106 - Campaign Project"",""quantity"":263.43,""rate"":240.46,""amount"":63345.54}]",2025-04-04 11:57:27
06088f8a-eaea-43b9-a02a-fb7cae553370,2026-03-27 17:33:21,NS-INV-0000070,NS-CUST-000109,2025-12-28,2026-01-12,18435.09,6487.98,Partially Paid,"[{""item"":""Agency Services"",""description"":""Nova Digital 109 - Campaign Project"",""quantity"":81.27,""rate"":226.84,""amount"":18435.09}]",2025-01-14 11:29:29
4e9a7531-85d6-4b82-80df-fed889000efc,2026-03-27 17:33:21,NS-INV-0000071,NS-CUST-000113,2025-01-09,2025-02-08,92486.75,35395.85,Partially Paid,"[{""item"":""Agency Services"",""description"":""Blue Capital 113 - Campaign Project"",""quantity"":404.83,""rate"":228.46,""amount"":92486.75}]",2026-03-19 17:49:40
b9129469-8eb8-47ac-b512-8fbda07a28e7,2026-03-27 17:33:21,NS-INV-0000072,NS-CUST-000114,2025-11-05,2025-12-20,50112.29,36887.2,Partially Paid,"[{""item"":""Agency Services"",""description"":""Blue Retail 114 - Campaign Project"",""quantity"":239.12,""rate"":209.57,""amount"":50112.29}]",2024-05-11 09:41:14
7c8e8090-fec1-46e5-8758-1d797173d734,2026-03-27 17:33:21,NS-INV-0000073,NS-CUST-000115,2025-04-22,2025-06-21,44194.99,9191.79,Partially Paid,"[{""item"":""Agency Services"",""description"":""Prime Labs 115 - Campaign Project"",""quantity"":301.18,""rate"":146.74,""amount"":44194.99}]",2024-08-18 12:04:04
e7fdfc04-419c-426a-9b7f-d60f7a9efaeb,2026-03-27 17:33:21,NS-INV-0000074,NS-CUST-000117,2025-10-10,2025-12-09,114230.78,0.0,Paid In Full,"[{""item"":""Agency Services"",""description"":""Blue Retail 117 - Rebuild Project"",""quantity"":497.65,""rate"":229.54,""amount"":114230.78}]",2025-03-17 14:56:11
