_dataorbit_sync_id,_dataorbit_synced_at,id,entity_id,tran_date,total,line_items,class,department,last_modified_date
1ccb66da-2aa8-4331-99dd-b218d9d22ab2,2026-03-27 17:33:21,NS-VB-0000042,VEND-0029,2025-05-09,924.16,"[{""description"":""Contractor"",""amount"":924.16}]",Email,Finance,2025-11-06 06:18:30
94a3d950-0cb5-4ee4-82de-e08249a29586,2026-03-27 17:33:21,NS-VB-0000043,VEND-0026,2024-08-09,5349.46,"[{""description"":""Ad Spend"",""amount"":5349.46}]",Email,Finance,2026-03-27 05:02:48
ae39af2f-6b26-4d8f-a27c-c0add0c24f59,2026-03-27 17:33:21,NS-VB-0000044,VEND-0012,2025-07-29,193.55,"[{""description"":""Contractor"",""amount"":193.55}]",Content,Client Services,2025-01-01 19:58:13
56e0c946-d86c-454b-9292-bfc30ead3241,2026-03-27 17:33:21,NS-VB-0000045,VEND-0023,2025-10-30,587.1,"[{""description"":""Ad Spend"",""amount"":587.1}]",Content,Operations,2026-01-28 02:30:51
36fe497a-7b32-4745-a08d-a68809cf8a8a,2026-03-27 17:33:21,NS-VB-0000046,VEND-0013,2026-02-01,3423.85,"[{""description"":""Contractor"",""amount"":3423.85}]",SEO,Finance,2024-06-10 06:08:34
94413a95-c765-40bb-b280-051f23091e45,2026-03-27 17:33:21,NS-VB-0000047,VEND-0004,2025-10-24,3967.78,"[{""description"":""Software"",""amount"":3967.78}]",Social,Leadership,2025-05-26 01:22:10
56f441d1-1c2a-4692-b9b7-e8b5904566d3,2026-03-27 17:33:21,NS-VB-0000048,VEND-0034,2025-03-29,4504.12,"[{""description"":""Contractor"",""amount"":4504.12}]",Web Dev,Media,2024-10-18 08:31:01
5975eea1-767c-427d-8b28-30dad76081e5,2026-03-27 17:33:21,NS-VB-0000049,VEND-0005,2024-07-07,5624.11,"[{""description"":""Contractor"",""amount"":5624.11}]",Content,Media,2024-04-08 17:35:32
42179504-b9a7-4d4f-9a7e-3d69ff5215dc,2026-03-27 17:33:21,NS-VB-0000050,VEND-0035,2024-07-26,5262.25,"[{""description"":""Software"",""amount"":5262.25}]",Content,Media,2025-03-19 06:58:25
b69ac534-289b-4740-9883-9c64f309ae86,2026-03-27 17:33:21,NS-VB-0000051,VEND-0012,2026-01-14,3789.9,"[{""description"":""Software"",""amount"":3789.9}]",Social,Client Services,2025-09-12 14:22:22
fd2ba75e-ba6b-49eb-9131-c01ef772c190,2026-03-27 17:33:21,NS-VB-0000052,VEND-0030,2025-03-10,1632.9,"[{""description"":""Software"",""amount"":1632.9}]",Email,Operations,2024-04-25 10:02:24
49ac9470-c993-4363-9df0-d00f651385f1,2026-03-27 17:33:21,NS-VB-0000053,VEND-0010,2025-04-16,2484.8,"[{""description"":""Ad Spend"",""amount"":2484.8}]",SEO,Leadership,2024-05-03 11:14:45
f2d9543c-52b3-4cec-8224-25f31ed4ad5c,2026-03-27 17:33:21,NS-VB-0000054,VEND-0001,2025-03-11,2446.11,"[{""description"":""Contractor"",""amount"":2446.11}]",Social,Media,2024-10-25 04:00:55
ce9fb61d-5f20-45e9-8038-9b6204219798,2026-03-27 17:33:21,NS-VB-0000055,VEND-0007,2024-06-23,2439.32,"[{""description"":""Software"",""amount"":2439.32}]",SEO,Client Services,2024-07-13 07:54:43
df3ea089-6023-4a2d-8aa1-09eea00788f7,2026-03-27 17:33:21,NS-VB-0000056,VEND-0015,2024-05-07,4705.06,"[{""description"":""Software"",""amount"":4705.06}]",SEO,Operations,2025-01-28 07:54:13
ee3b3e65-a20a-442c-8cc8-5564d9adc496,2026-03-27 17:33:21,NS-VB-0000057,VEND-0025,2024-06-21,2343.6,"[{""description"":""Software"",""amount"":2343.6}]",Analytics,Client Services,2026-01-14 04:20:40
327f1a32-9341-45e5-9782-280a73cb0080,2026-03-27 17:33:21,NS-VB-0000058,VEND-0023,2025-03-23,320.2,"[{""description"":""Contractor"",""amount"":320.2}]",SEO,Finance,2026-01-18 22:38:04
3fbcff23-a635-4d31-9840-3e051c8d1cab,2026-03-27 17:33:21,NS-VB-0000059,VEND-0030,2025-03-22,3916.93,"[{""description"":""Software"",""amount"":3916.93}]",Content,Operations,2025-05-19 11:22:14
5d65d11d-842c-4864-8678-631895444486,2026-03-27 17:33:21,NS-VB-0000060,VEND-0031,2024-08-15,1394.65,"[{""description"":""Contractor"",""amount"":1394.65}]",Social,Creative,2025-06-24 01:20:49
4c1b0e0c-15d5-400e-a20e-9af71018c73d,2026-03-27 17:33:21,NS-VB-0000061,VEND-0020,2025-12-18,5571.47,"[{""description"":""Software"",""amount"":5571.47}]",Content,Creative,2025-03-21 07:41:33
e8d63193-dc22-44cc-a48e-898709037ba3,2026-03-27 17:33:21,NS-VB-0000062,VEND-0003,2025-10-22,5276.6,"[{""description"":""Contractor"",""amount"":5276.6}]",Paid Media,Media,2026-02-01 03:48:38
c8ee2dc5-4f62-43b5-8d9f-4701e16ea390,2026-03-27 17:33:21,NS-VB-0000063,VEND-0025,2025-10-21,633.5,"[{""description"":""Ad Spend"",""amount"":633.5}]",Email,Client Services,2024-04-17 15:07:49
53466610-f358-4282-a00a-6f5f6a519ec8,2026-03-27 17:33:21,NS-VB-0000064,VEND-0018,2025-11-05,2815.08,"[{""description"":""Software"",""amount"":2815.08}]",SEO,Media,2024-08-20 04:55:45
77c0cf31-4b25-49b7-9b18-cf6e604e53ad,2026-03-27 17:33:21,NS-VB-0000065,VEND-0015,2025-07-12,4102.12,"[{""description"":""Ad Spend"",""amount"":4102.12}]",SEO,Client Services,2024-05-24 10:02:38
0e51f0b1-d1a9-4211-9250-f5778262641b,2026-03-27 17:33:21,NS-VB-0000066,VEND-0009,2024-06-17,3548.19,"[{""description"":""Software"",""amount"":3548.19}]",Social,Operations,2025-11-09 12:40:04
0af6d3dd-c699-4acc-9049-533d717c714f,2026-03-27 17:33:21,NS-VB-0000067,VEND-0032,2024-05-06,931.9,"[{""description"":""Software"",""amount"":931.9}]",Paid Media,Leadership,2026-03-21 11:39:27
0f4000c8-466a-45b1-832b-be387ce9b9fd,2026-03-27 17:33:21,NS-VB-0000068,VEND-0015,2024-09-07,788.04,"[{""description"":""Ad Spend"",""amount"":788.04}]",SEO,Finance,2026-03-01 15:09:11
02525ba2-a2c6-4867-b0a8-1c8cdb61ed03,2026-03-27 17:33:21,NS-VB-0000069,VEND-0017,2024-09-22,1573.7,"[{""description"":""Software"",""amount"":1573.7}]",Paid Media,Creative,2025-04-12 22:08:47
b5cd6fd4-d6fa-46c7-a38b-523dc426852c,2026-03-27 17:33:21,NS-VB-0000070,VEND-0001,2024-09-26,5540.01,"[{""description"":""Ad Spend"",""amount"":5540.01}]",Content,Operations,2024-09-12 04:15:48
c9db6fe1-6ba6-42f9-95c7-5c584b44b07a,2026-03-27 17:33:21,NS-VB-0000071,VEND-0012,2025-09-07,4466.17,"[{""description"":""Contractor"",""amount"":4466.17}]",Web Dev,Media,2025-08-01 10:54:38
1b1209b9-4f93-43c3-80f7-351e6b7e7ef2,2026-03-27 17:33:21,NS-VB-0000072,VEND-0027,2025-10-20,4848.26,"[{""description"":""Software"",""amount"":4848.26}]",Web Dev,Finance,2025-01-26 17:45:14
73fe4bfb-ce17-460f-91ad-55ef987b5be9,2026-03-27 17:33:21,NS-VB-0000073,VEND-0003,2025-01-27,4598.41,"[{""description"":""Contractor"",""amount"":4598.41}]",Social,Media,2026-03-12 10:38:36
4ecca190-1fd7-4d45-b24e-dd3a2a44b950,2026-03-27 17:33:21,NS-VB-0000074,VEND-0004,2024-09-05,388.3,"[{""description"":""Contractor"",""amount"":388.3}]",Content,Finance,2025-06-17 22:39:02
e7a74122-4e1d-49a2-a25d-680a2c49040f,2026-03-27 17:33:21,NS-VB-0000075,VEND-0014,2024-05-22,2195.59,"[{""description"":""Contractor"",""amount"":2195.59}]",SEO,Media,2025-03-27 02:34:41
6e124aca-119a-4040-8173-0cefba443841,2026-03-27 17:33:21,NS-VB-0000076,VEND-0004,2025-03-10,5211.18,"[{""description"":""Ad Spend"",""amount"":5211.18}]",Analytics,Media,2024-10-23 02:29:47
f9bc4832-741c-4e02-acf4-f0b2d9a7f1da,2026-03-27 17:33:21,NS-VB-0000077,VEND-0022,2025-08-12,4154.9,"[{""description"":""Software"",""amount"":4154.9}]",Email,Client Services,2025-06-05 13:18:40
ec93a67b-f396-475f-a41b-fd976d4dd2ae,2026-03-27 17:33:21,NS-VB-0000078,VEND-0031,2024-06-14,438.54,"[{""description"":""Software"",""amount"":438.54}]",Email,Leadership,2025-12-09 06:34:41
1a44e9f5-4542-49b6-90ee-20093f593507,2026-03-27 17:33:21,NS-VB-0000079,VEND-0007,2025-06-19,3772.46,"[{""description"":""Software"",""amount"":3772.46}]",Email,Finance,2026-02-02 12:13:06
c17c0d22-1e04-4d66-900f-3a3a4eb9f7b3,2026-03-27 17:33:21,NS-VB-0000080,VEND-0008,2025-11-29,2183.19,"[{""description"":""Software"",""amount"":2183.19}]",Content,Operations,2025-02-06 08:20:09
aa87772d-5a92-4c59-913a-80ff7d929c7f,2026-03-27 17:33:21,NS-VB-0000081,VEND-0022,2025-12-22,5348.34,"[{""description"":""Software"",""amount"":5348.34}]",SEO,Operations,2024-06-08 02:59:22
d9e50c3b-c67d-4072-91bc-99607859439a,2026-03-27 17:33:21,NS-VB-0000082,VEND-0027,2026-02-18,171.81,"[{""description"":""Software"",""amount"":171.81}]",Web Dev,Creative,2026-03-05 02:13:24
16913ac0-33e9-4930-a497-4b50f348d6d2,2026-03-27 17:33:21,NS-VB-0000083,VEND-0035,2025-02-14,2436.7,"[{""description"":""Contractor"",""amount"":2436.7}]",Content,Media,2026-01-22 03:05:00
ef881e1f-4f30-4b9a-a261-25992903928b,2026-03-27 17:33:21,NS-VB-0000084,VEND-0016,2025-05-09,4052.22,"[{""description"":""Contractor"",""amount"":4052.22}]",Social,Operations,2024-09-14 11:31:14
0e1abcd0-8a42-4f1c-869e-5ec5149253e2,2026-03-27 17:33:21,NS-VB-0000085,VEND-0032,2024-11-02,5597.29,"[{""description"":""Software"",""amount"":5597.29}]",Web Dev,Media,2025-07-10 06:04:31
af49e4f6-0425-4838-8309-24e9c58ae7e6,2026-03-27 17:33:21,NS-VB-0000086,VEND-0003,2024-06-29,5353.29,"[{""description"":""Ad Spend"",""amount"":5353.29}]",Social,Creative,2024-10-27 17:50:39
a510e2ec-e944-475a-b85c-5516bbdfdf86,2026-03-27 17:33:21,NS-VB-0000087,VEND-0009,2025-06-11,5548.1,"[{""description"":""Ad Spend"",""amount"":5548.1}]",Analytics,Finance,2024-06-15 04:14:10
861a8d67-8aa7-43ac-a5fc-ac366af2b211,2026-03-27 17:33:21,NS-VB-0000088,VEND-0025,2025-01-12,1208.88,"[{""description"":""Software"",""amount"":1208.88}]",Content,Finance,2026-01-14 01:10:03
d7f1d33b-8454-456d-98e5-e2e41940423e,2026-03-27 17:33:21,NS-VB-0000089,VEND-0007,2025-05-13,3741.33,"[{""description"":""Contractor"",""amount"":3741.33}]",Social,Operations,2024-06-10 20:03:48
9cb7145a-1471-4bc2-8fb7-de794c6a82b6,2026-03-27 17:33:21,NS-VB-0000090,VEND-0011,2025-05-11,2401.82,"[{""description"":""Contractor"",""amount"":2401.82}]",Email,Creative,2025-02-04 10:43:41
71683f99-f391-4b86-a277-79238f8ecde0,2026-03-27 17:33:21,NS-VB-0000091,VEND-0035,2025-08-15,4317.13,"[{""description"":""Ad Spend"",""amount"":4317.13}]",Social,Media,2025-11-01 17:22:06
b500a75d-748d-4986-a097-e86fdab3ba01,2026-03-27 17:33:21,NS-VB-0000092,VEND-0024,2025-08-27,1324.47,"[{""description"":""Ad Spend"",""amount"":1324.47}]",Social,Creative,2024-05-26 17:16:28
6d3e7882-c014-4483-9b4c-a0aaa13c6c8c,2026-03-27 17:33:21,NS-VB-0000093,VEND-0023,2024-05-02,5873.93,"[{""description"":""Software"",""amount"":5873.93}]",SEO,Client Services,2025-03-07 19:27:23
aa95d436-7b8e-43b2-bbd9-69eee5b6ee80,2026-03-27 17:33:21,NS-VB-0000094,VEND-0033,2026-03-22,1108.55,"[{""description"":""Software"",""amount"":1108.55}]",Web Dev,Creative,2024-11-13 11:58:52
5be761a6-bfc8-43ca-9f85-dd98bc04cad2,2026-03-27 17:33:21,NS-VB-0000095,VEND-0013,2025-05-16,2819.01,"[{""description"":""Software"",""amount"":2819.01}]",Paid Media,Leadership,2024-08-11 05:02:57
24afd1f9-737b-4534-b9c1-3d53cdb272c3,2026-03-27 17:33:21,NS-VB-0000096,VEND-0008,2025-08-06,4653.44,"[{""description"":""Software"",""amount"":4653.44}]",Analytics,Operations,2024-05-25 20:57:51
